date,ticker,close,source,currency,ingested_at
2021-07-18,KRW=X,1141.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-19,KRW=X,1150.069946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-20,KRW=X,1147.47998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-21,KRW=X,1148.689941,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-22,KRW=X,1149.910034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-25,KRW=X,1151.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-26,KRW=X,1151.76001,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-27,KRW=X,1153.560059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-28,KRW=X,1149.410034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-07-29,KRW=X,1142.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-01,KRW=X,1150.930054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-02,KRW=X,1149.560059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-03,KRW=X,1148.579956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-04,KRW=X,1144.060059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-05,KRW=X,1143.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-08,KRW=X,1144.920044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-09,KRW=X,1145.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-10,KRW=X,1152.47998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-11,KRW=X,1152.849976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-12,KRW=X,1162.060059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-15,KRW=X,1161.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-16,KRW=X,1164.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-17,KRW=X,1176.449951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-18,KRW=X,1169.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-19,KRW=X,1175.390015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-22,KRW=X,1174.23999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-23,KRW=X,1167.609985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-24,KRW=X,1163.469971,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-25,KRW=X,1163.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-26,KRW=X,1170.0,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-29,KRW=X,1161.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-30,KRW=X,1165.51001,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-08-31,KRW=X,1158.410034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-01,KRW=X,1155.280029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-02,KRW=X,1157.130005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-05,KRW=X,1154.75,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-06,KRW=X,1155.540039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-07,KRW=X,1161.0,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-08,KRW=X,1166.48999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-09,KRW=X,1169.130005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-12,KRW=X,1169.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-13,KRW=X,1171.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-14,KRW=X,1170.800049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-15,KRW=X,1165.219971,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-16,KRW=X,1174.420044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-19,KRW=X,1181.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-20,KRW=X,1186.319946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-21,KRW=X,1182.920044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-22,KRW=X,1181.030029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-23,KRW=X,1174.699951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-26,KRW=X,1179.199951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-27,KRW=X,1176.959961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-28,KRW=X,1186.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-29,KRW=X,1187.430054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-09-30,KRW=X,1183.719971,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-03,KRW=X,1180.0,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-04,KRW=X,1183.780029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-05,KRW=X,1187.170044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-06,KRW=X,1191.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-07,KRW=X,1191.150024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-10,KRW=X,1195.579956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-11,KRW=X,1195.800049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-12,KRW=X,1196.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-13,KRW=X,1186.709961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-14,KRW=X,1182.130005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-17,KRW=X,1181.790039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-18,KRW=X,1185.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-19,KRW=X,1175.650024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-20,KRW=X,1174.589966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-21,KRW=X,1176.550049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-24,KRW=X,1176.540039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-25,KRW=X,1167.060059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-26,KRW=X,1167.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-27,KRW=X,1172.170044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-10-28,KRW=X,1167.369995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-01,KRW=X,1174.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-02,KRW=X,1176.569946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-03,KRW=X,1178.040039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-04,KRW=X,1179.339966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-05,KRW=X,1185.829956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-08,KRW=X,1180.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-09,KRW=X,1199.859985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-10,KRW=X,1177.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-11,KRW=X,1184.140015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-12,KRW=X,1183.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-15,KRW=X,1179.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-16,KRW=X,1183.51001,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-17,KRW=X,1184.050049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-18,KRW=X,1181.22998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-19,KRW=X,1182.900024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-22,KRW=X,1191.630005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-23,KRW=X,1189.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-24,KRW=X,1189.949951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-25,KRW=X,1187.880005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-26,KRW=X,1190.219971,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-29,KRW=X,1194.609985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-11-30,KRW=X,1190.73999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-01,KRW=X,1182.859985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-02,KRW=X,1177.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-03,KRW=X,1176.77002,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-06,KRW=X,1183.140015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-07,KRW=X,1180.560059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-08,KRW=X,1176.839966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-09,KRW=X,1172.560059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-10,KRW=X,1177.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-13,KRW=X,1178.969971,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-14,KRW=X,1185.099976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-15,KRW=X,1184.22998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-16,KRW=X,1184.400024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-17,KRW=X,1186.150024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-20,KRW=X,1186.390015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-21,KRW=X,1190.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-22,KRW=X,1191.27002,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-23,KRW=X,1187.77002,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-24,KRW=X,1185.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-27,KRW=X,1185.920044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-28,KRW=X,1185.650024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-29,KRW=X,1187.849976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-30,KRW=X,1183.670044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2021-12-31,KRW=X,1189.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-03,KRW=X,1187.780029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-04,KRW=X,1194.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-05,KRW=X,1196.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-06,KRW=X,1199.25,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-07,KRW=X,1205.780029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-10,KRW=X,1196.880005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-11,KRW=X,1198.089966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-12,KRW=X,1189.430054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-13,KRW=X,1185.880005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-14,KRW=X,1186.609985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-17,KRW=X,1188.959961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-18,KRW=X,1190.060059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-19,KRW=X,1192.97998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-20,KRW=X,1188.160034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-21,KRW=X,1192.430054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-24,KRW=X,1191.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-25,KRW=X,1195.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-26,KRW=X,1196.099976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-27,KRW=X,1200.630005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-28,KRW=X,1203.459961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-01-31,KRW=X,1207.709961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-01,KRW=X,1205.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-02,KRW=X,1202.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-03,KRW=X,1199.959961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-04,KRW=X,1200.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-07,KRW=X,1197.089966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-08,KRW=X,1196.849976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-09,KRW=X,1196.359985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-10,KRW=X,1194.030029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-11,KRW=X,1199.349976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-14,KRW=X,1199.23999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-15,KRW=X,1197.359985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-16,KRW=X,1196.829956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-17,KRW=X,1196.75,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-18,KRW=X,1198.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-21,KRW=X,1195.069946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-22,KRW=X,1194.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-23,KRW=X,1192.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-24,KRW=X,1192.400024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-25,KRW=X,1206.0,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-02-28,KRW=X,1197.589966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-01,KRW=X,1200.930054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-02,KRW=X,1205.369995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-03,KRW=X,1203.150024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-04,KRW=X,1205.98999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-07,KRW=X,1216.709961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-08,KRW=X,1232.300049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-09,KRW=X,1233.109985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-10,KRW=X,1223.22998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-11,KRW=X,1228.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-14,KRW=X,1236.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-15,KRW=X,1242.050049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-16,KRW=X,1241.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-17,KRW=X,1223.0,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-18,KRW=X,1210.329956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-21,KRW=X,1210.369995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-22,KRW=X,1219.780029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-23,KRW=X,1214.949951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-24,KRW=X,1218.01001,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-25,KRW=X,1217.550049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-27,KRW=X,1224.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-28,KRW=X,1223.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-29,KRW=X,1209.130005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-30,KRW=X,1210.439941,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-03-31,KRW=X,1214.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-03,KRW=X,1218.780029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-04,KRW=X,1213.900024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-05,KRW=X,1218.75,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-06,KRW=X,1217.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-07,KRW=X,1222.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-10,KRW=X,1228.23999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-11,KRW=X,1235.050049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-12,KRW=X,1228.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-13,KRW=X,1223.119995,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-14,KRW=X,1230.099976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-17,KRW=X,1228.089966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-18,KRW=X,1235.349976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-19,KRW=X,1239.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-20,KRW=X,1234.089966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-21,KRW=X,1242.48999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-24,KRW=X,1243.160034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-25,KRW=X,1249.209961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-26,KRW=X,1260.709961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-27,KRW=X,1266.280029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-04-28,KRW=X,1272.290039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-01,KRW=X,1262.530029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-02,KRW=X,1266.75,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-03,KRW=X,1261.060059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-04,KRW=X,1251.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-05,KRW=X,1268.699951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-08,KRW=X,1270.130005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-09,KRW=X,1274.859985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-10,KRW=X,1276.550049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-11,KRW=X,1278.150024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-12,KRW=X,1290.75,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-15,KRW=X,1277.569946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-16,KRW=X,1279.849976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-17,KRW=X,1266.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-18,KRW=X,1275.579956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-19,KRW=X,1263.550049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-22,KRW=X,1273.209961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-23,KRW=X,1258.819946,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-24,KRW=X,1260.98999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-25,KRW=X,1266.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-26,KRW=X,1258.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-29,KRW=X,1251.589966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-30,KRW=X,1236.170044,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-05-31,KRW=X,1241.73999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-01,KRW=X,1246.949951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-02,KRW=X,1240.839966,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-05,KRW=X,1250.530029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-06,KRW=X,1254.47998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-07,KRW=X,1254.579956,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-08,KRW=X,1256.73999,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-09,KRW=X,1264.02002,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-12,KRW=X,1278.280029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-13,KRW=X,1291.800049,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-14,KRW=X,1289.47998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-15,KRW=X,1278.160034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-16,KRW=X,1288.180054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-19,KRW=X,1290.5,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-20,KRW=X,1292.380005,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-21,KRW=X,1291.599976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-22,KRW=X,1297.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-23,KRW=X,1299.810059,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-26,KRW=X,1288.290039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-27,KRW=X,1286.199951,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-28,KRW=X,1292.030029,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-29,KRW=X,1301.72998,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-06-30,KRW=X,1287.709961,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-03,KRW=X,1297.890015,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-04,KRW=X,1295.680054,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-05,KRW=X,1308.660034,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-06,KRW=X,1304.849976,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-07,KRW=X,1297.650024,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-10,KRW=X,1293.790039,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
2022-07-11,KRW=X,1310.859985,yahoo,KRW,2026-06-10T03:14:15.221337+00:00
