ticker,asset_class,currency,vol_annual,mdd_1y,var_95_1y,cvar_95_1y,beta_sp500_1y,downside_beta_sp500_1y,beta_ks200_1y,downside_beta_ks200_1y,corr_sp500_60d,corr_kospi200_60d,beta_soxx_1y,downside_beta_soxx_1y,corr_soxx_60d,beta_uso_1y,beta_gld_1y,avg_stress_ret,adv_60,vol_annual_krw,mdd_1y_krw,var_95_1y_krw,cvar_95_1y_krw,beta_sp500_1y_krw,downside_beta_sp500_1y_krw,beta_ks200_1y_krw,downside_beta_ks200_1y_krw,corr_sp500_60d_krw,corr_kospi200_60d_krw,beta_soxx_1y_krw,downside_beta_soxx_1y_krw,corr_soxx_60d_krw,beta_usdkrw_1y,beta_uso_1y_krw,beta_gld_1y_krw,beta_kr_financial_basket_1y_krw,avg_stress_ret_krw,return_observation_count,stress_observation_count,sp500_overlap_count,ks200_overlap_count,soxx_overlap_count,usdkrw_overlap_count,uso_overlap_count,gld_overlap_count,kr_financial_overlap_count,annual_return_1y_krw,sharpe_1y_krw_proxy,data_version
032830.KS,kr_stock,KRW,0.318551,-0.197154,-0.038889,-0.05871,-0.023608,0.134675,0.725374,0.768258,-0.063849,0.723983,0.006871,0.130887,0.151765,0.016395,-0.015239,-0.004678,123218727608.33333,0.318551,-0.197154,-0.038889,-0.05871,-0.023608,0.134675,0.725374,0.768258,-0.063849,0.723983,0.006871,0.130887,0.151765,-0.317181,0.016395,-0.015239,0.938795,-0.004678,3947,158,3823,3906,1184,3472,3823,3823,3947,4.133414,7.327208,20260605
034020.KS,kr_stock,KRW,0.509279,-0.272727,-0.060225,-0.080515,0.074793,0.213334,1.117768,1.274853,-0.121176,0.606604,0.024124,0.130023,-0.0639,0.03354,-0.088237,-0.008922,483773832248.3333,0.509279,-0.272727,-0.060225,-0.080515,0.074793,0.213334,1.117768,1.274853,-0.121176,0.606604,0.024124,0.130023,-0.0639,-0.427356,0.03354,-0.088237,0.577563,-0.008922,4792,266,4632,4736,1184,4204,4632,4632,4792,1.666667,2.457714,20260605
035420.KS,kr_stock,KRW,0.420838,-0.333867,-0.043475,-0.059999,-0.055989,0.082615,0.786189,0.851149,0.024571,0.521102,0.012393,0.112945,0.0712,-0.029838,-0.048751,-0.004623,305804212697.5,0.420838,-0.333867,-0.043475,-0.059999,-0.055989,0.082615,0.786189,0.851149,0.024571,0.521102,0.012393,0.112945,0.0712,-0.343788,-0.029838,-0.048751,0.352142,-0.004623,4792,266,4632,4736,1184,4204,4632,4632,4792,0.461135,0.828385,20260605
035720.KS,kr_stock,KRW,0.406642,-0.431733,-0.042737,-0.070358,0.008561,0.116323,0.764683,0.925573,-0.088903,0.655561,0.020975,-0.001955,-0.010961,-0.023788,-0.076396,-0.007714,87226695636.66667,0.406642,-0.431733,-0.042737,-0.070358,0.008561,0.116323,0.764683,0.925573,-0.088903,0.655561,0.020975,-0.001955,-0.010961,-0.367116,-0.023788,-0.076396,0.337659,-0.007714,4792,266,4632,4736,1184,4204,4632,4632,4792,0.150721,0.228166,20260605
051910.KS,kr_stock,KRW,0.439024,-0.308701,-0.053493,-0.080484,0.035573,0.076803,1.12141,1.122796,-0.248925,0.623269,-0.022917,0.023439,-0.083596,0.023455,-0.056276,-0.007487,127535838760.78021,0.439024,-0.308701,-0.053493,-0.080484,0.035573,0.076803,1.12141,1.122796,-0.248925,0.623269,-0.022917,0.023439,-0.083596,-0.391349,0.023455,-0.056276,0.481796,-0.007487,4792,266,4632,4736,1184,4204,4632,4632,4792,0.867494,1.457783,20260605
055550.KS,kr_stock,KRW,0.327488,-0.165477,-0.026715,-0.042031,-0.008828,0.070644,0.870362,0.892061,-0.149108,0.453887,0.006868,-0.000633,0.041127,-0.002991,-0.105577,-0.00511,128405150654.80463,0.327488,-0.165477,-0.026715,-0.042031,-0.008828,0.070644,0.870362,0.892061,-0.149108,0.453887,0.006868,-0.000633,0.041127,-0.334863,-0.002991,-0.105577,0.978491,-0.00511,4792,266,4632,4736,1184,4204,4632,4632,4792,0.921426,2.597567,20260605
066570.KS,kr_stock,KRW,0.410362,-0.274659,-0.039393,-0.079204,0.066704,0.099879,0.980527,0.953256,0.043442,0.458629,0.046721,-0.021463,0.006081,0.042944,-0.049431,-0.006955,464355887072.0668,0.410362,-0.274659,-0.039393,-0.079204,0.066704,0.099879,0.980527,0.953256,0.043442,0.458629,0.046721,-0.021463,0.006081,-0.329369,0.042944,-0.049431,0.467513,-0.006955,4792,266,4632,4736,1184,4204,4632,4632,4792,3.718743,4.661445,20260605
068270.KS,kr_stock,KRW,0.488694,-0.289738,-0.03276,-0.049955,-0.0415,-0.001469,0.676583,0.80696,-0.20968,0.495422,-0.066877,-0.014266,-0.086732,-0.002755,-0.069492,-0.002263,111929123781.6099,0.488694,-0.289738,-0.03276,-0.049955,-0.0415,-0.001469,0.676583,0.80696,-0.20968,0.495422,-0.066877,-0.014266,-0.086732,-0.328727,-0.002755,-0.069492,0.302286,-0.002263,4792,266,4632,4736,1184,4204,4632,4632,4792,0.186916,0.414855,20260605
069500.KS,kr_etf,KRW,0.198975,-0.206209,-0.033744,-0.057363,0.057317,0.177912,0.96794,0.982867,-0.032941,0.998283,0.044842,0.053435,0.168069,0.020229,-0.052127,-0.006926,2058405655696.1577,0.198975,-0.206209,-0.033744,-0.057363,0.057317,0.177912,0.96794,0.982867,-0.032941,0.998283,0.044842,0.053435,0.168069,-0.334628,0.020229,-0.052127,0.467873,-0.006926,4196,157,4068,4152,1165,3692,4068,4068,4195,3.004524,7.479171,20260605
105560.KS,kr_stock,KRW,0.351704,-0.176359,-0.034217,-0.050335,0.004739,0.108824,0.840546,0.89979,-0.105437,0.516559,0.02242,0.025883,0.077363,-0.009108,-0.116757,-0.006056,184587524517.78204,0.351704,-0.176359,-0.034217,-0.050335,0.004739,0.108824,0.840546,0.89979,-0.105437,0.516559,0.02242,0.025883,0.077363,-0.396165,-0.009108,-0.116757,1.058802,-0.006056,4792,266,4632,4736,1184,4204,4632,4632,4792,0.760175,1.919128,20260605
114800.KS,kr_etf,KRW,0.2031,-0.789029,-0.043193,-0.067081,-0.073968,-0.203064,-0.991569,-1.008402,0.042388,-0.997644,-0.045619,-0.052257,-0.16316,-0.024036,0.052985,0.007009,593222364572.8167,0.2031,-0.789029,-0.043193,-0.067081,-0.073968,-0.203064,-0.991569,-1.008402,0.042388,-0.997644,-0.045619,-0.052257,-0.16316,0.353353,-0.024036,0.052985,-0.487462,0.007009,4080,157,3955,4038,1165,3597,3955,3955,4079,-0.782428,-2.015502,20260605
132030.KS,kr_etf,KRW,0.172932,-0.246693,-0.025319,-0.047094,-0.054844,-0.047792,0.160924,0.175497,-0.022343,0.590907,-0.025147,-0.038707,0.138815,0.000387,0.130346,0.000918,5987808271.5,0.172932,-0.246693,-0.025319,-0.047094,-0.054844,-0.047792,0.160924,0.175497,-0.022343,0.590907,-0.025147,-0.038707,0.138815,-0.222346,0.000387,0.130346,0.077153,0.000918,3822,152,3703,3785,1165,3370,3703,3703,3821,0.285548,0.860907,20260605
153130.KS,kr_etf,KRW,0.003276,-0.000398,-8.8e-05,-0.000159,0.000223,8.1e-05,0.000284,0.000103,0.194394,0.166629,-2.4e-05,0.000221,0.071402,4.2e-05,0.000825,9.6e-05,4021733917.271337,0.003276,-0.000398,-8.8e-05,-0.000159,0.000223,8.1e-05,0.000284,0.000103,0.194394,0.166629,-2.4e-05,0.000221,0.071402,0.000955,4.2e-05,0.000825,-2e-06,9.6e-05,3473,126,3367,3450,1165,3057,3367,3367,3472,0.021952,-4.406719,20260605
207940.KS,kr_stock,KRW,0.381019,-0.319593,-0.028812,-0.050717,0.008001,-0.057575,0.553493,0.636421,-0.119209,0.542632,-0.028385,-0.045725,0.060449,-0.028372,0.003169,-0.00163,81610677483.33333,0.381019,-0.319593,-0.028812,-0.050717,0.008001,-0.057575,0.553493,0.636421,-0.119209,0.542632,-0.028385,-0.045725,0.060449,-0.533269,-0.028372,0.003169,0.258256,-0.00163,2337,105,2261,2333,1184,2063,2261,2261,2337,-0.145055,-0.511486,20260605
261240.KS,kr_etf,KRW,0.127862,-0.048882,-0.01005,-0.015377,0.054012,0.020622,-0.208939,-0.196702,0.206942,-0.795405,0.017139,0.000717,-0.018074,0.016507,0.052765,0.001308,1934901095.5,0.127862,-0.048882,-0.01005,-0.015377,0.054012,0.020622,-0.208939,-0.196702,0.206942,-0.795405,0.017139,0.000717,-0.018074,0.414995,0.016507,0.052765,-0.108119,0.001308,2278,103,2206,2275,1165,2005,2206,2206,2277,0.144205,1.147799,20260605
AAPL,us_stock,USD,0.319476,-0.137377,-0.018635,-0.029696,1.053892,0.997282,0.045825,-0.017233,0.605085,-0.184109,0.464346,0.507188,0.378711,0.206987,0.204833,-0.001743,18519409346110.34,0.319476,-0.137377,-0.018635,-0.029696,1.053892,0.997282,0.045825,-0.017233,0.605085,-0.184109,0.464346,0.507188,0.378711,0.604079,0.206987,0.204833,-0.034086,-0.001743,4873,261,4873,4606,1260,4292,4873,4873,4632,0.70722,2.861582,20260605
ABBV,us_stock,USD,0.274025,-0.163105,-0.028253,-0.035579,0.7445,0.786891,-0.056127,-0.061524,0.443633,-0.158584,0.09521,0.045578,0.04339,0.127423,0.15106,-1e-05,2036341112397.882,0.274025,-0.163105,-0.028253,-0.035579,0.7445,0.786891,-0.056127,-0.061524,0.443633,-0.158584,0.09521,0.045578,0.04339,0.746021,0.127423,0.15106,-0.031633,-1e-05,3375,116,3375,3182,1260,2979,3375,3375,3187,0.37762,1.308853,20260605
AGG,bond_etf,USD,0.137517,-0.040106,-0.008073,-0.013625,0.234222,0.191633,-0.118465,-0.109564,0.697675,-0.211195,0.052315,0.020967,0.227161,0.069498,0.365582,-0.000225,1418503906217.7764,0.137517,-0.040106,-0.008073,-0.013625,0.234222,0.191633,-0.118465,-0.109564,0.697675,-0.211195,0.052315,0.020967,0.227161,0.927496,0.069498,0.365582,-0.080498,-0.000225,4873,261,4873,4606,1260,4292,4873,4873,4632,0.165678,1.40983,20260605
AMAT,us_stock,USD,0.391793,-0.211916,-0.046424,-0.063077,1.287127,1.206949,0.124238,0.029928,0.495546,0.163659,1.066889,1.058609,0.876118,0.245344,0.268757,-0.000626,4055898352417.6245,0.391793,-0.211916,-0.046424,-0.063077,1.287127,1.206949,0.124238,0.029928,0.495546,0.163659,1.066889,1.058609,0.876118,0.50707,0.245344,0.268757,0.006925,-0.000626,4873,261,4873,4606,1260,4292,4873,4873,4632,2.470265,5.284809,20260605
AMD,us_stock,USD,0.588965,-0.270195,-0.045555,-0.070873,1.423367,1.404009,0.228491,0.140911,0.389091,0.154196,1.205408,1.170808,0.740451,0.27237,0.198458,-0.003945,18482889023724.977,0.588965,-0.270195,-0.045555,-0.070873,1.423367,1.404009,0.228491,0.140911,0.389091,0.154196,1.205408,1.170808,0.740451,0.422306,0.27237,0.198458,0.087862,-0.003945,4873,261,4873,4606,1260,4292,4873,4873,4632,3.953298,5.998317,20260605
AMZN,us_stock,USD,0.382162,-0.210292,-0.027468,-0.038395,1.123504,1.058511,0.036725,-0.032678,0.619555,-0.040857,0.582012,0.718836,0.388271,0.20073,0.209473,4.7e-05,16111512169864.697,0.382162,-0.210292,-0.027468,-0.038395,1.123504,1.058511,0.036725,-0.032678,0.619555,-0.040857,0.582012,0.718836,0.388271,0.591339,0.20073,0.209473,-0.032461,4.7e-05,4873,261,4873,4606,1260,4292,4873,4873,4632,0.37019,1.108338,20260605
ASML,us_stock,USD,0.376396,-0.15987,-0.03651,-0.048641,1.219243,1.107984,0.121757,-0.015509,0.567481,0.12628,0.963075,1.000927,0.776905,0.229765,0.294495,0.000204,3705805724716.5747,0.376396,-0.15987,-0.03651,-0.048641,1.219243,1.107984,0.121757,-0.015509,0.567481,0.12628,0.963075,1.000927,0.776905,0.478418,0.229765,0.294495,0.022863,0.000204,4873,261,4873,4606,1260,4292,4873,4873,4632,1.632532,3.987808,20260605
AVGO,us_stock,USD,0.385251,-0.263454,-0.039116,-0.057645,1.292957,1.332853,0.118207,0.069415,0.553934,0.02019,0.918439,0.966357,0.610845,0.227406,0.205921,0.00084,13932024040054.94,0.385251,-0.263454,-0.039116,-0.057645,1.292957,1.332853,0.118207,0.069415,0.553934,0.02019,0.918439,0.966357,0.610845,0.507425,0.227406,0.205921,-0.00013,0.00084,4232,158,4232,3994,1260,3732,4232,4232,4011,0.826028,1.77465,20260605
BAC,us_stock,USD,0.471084,-0.169297,-0.023814,-0.032967,1.456622,1.47999,0.183736,0.165967,0.576519,-0.075921,0.332669,0.400094,0.245009,0.320771,0.003154,-0.000325,2810949406909.112,0.471084,-0.169297,-0.023814,-0.032967,1.456622,1.47999,0.183736,0.165967,0.576519,-0.075921,0.332669,0.400094,0.245009,0.376448,0.320771,0.003154,0.095694,-0.000325,4873,261,4873,4606,1260,4292,4873,4873,4632,0.377714,1.526574,20260605
BIL,bond_etf,USD,0.128647,-0.044003,-0.008917,-0.013511,0.232437,0.193442,-0.125696,-0.134945,0.502955,-0.197677,0.037552,0.019697,0.045752,0.077449,0.324705,-0.00013,1594057706356.1475,0.128647,-0.044003,-0.008917,-0.013511,0.232437,0.193442,-0.125696,-0.134945,0.502955,-0.197677,0.037552,0.019697,0.045752,0.944696,0.077449,0.324705,-0.080215,-0.00013,4772,261,4772,4509,1260,4199,4772,4772,4534,0.150217,1.272952,20260605
BNB-USD,crypto,USD,0.796152,-0.547629,-0.045914,-0.072604,1.027791,1.220581,-0.073765,-0.10974,0.323728,-0.057893,0.44486,0.51237,0.094719,0.137933,0.480915,0.008653,1568801450413060.0,0.796152,-0.547629,-0.045914,-0.072604,1.027791,1.220581,-0.073765,-0.10974,0.323728,-0.057893,0.44486,0.51237,0.094719,0.781729,0.137933,0.480915,-0.038662,0.008653,3128,107,2150,2095,1259,2227,2150,2150,2094,-0.354261,-0.782179,20260605
BND,bond_etf,USD,0.137982,-0.040146,-0.008133,-0.013596,0.234066,0.208688,-0.1227,-0.115836,0.691245,-0.214118,0.051044,0.022133,0.224459,0.066342,0.367676,-0.000288,913543225202.6978,0.137982,-0.040146,-0.008133,-0.013596,0.234066,0.208688,-0.1227,-0.115836,0.691245,-0.214118,0.051044,0.022133,0.224459,0.942083,0.066342,0.367676,-0.080338,-0.000288,4807,261,4807,4542,1260,4227,4807,4807,4567,0.165003,1.404884,20260605
BRK-B,us_stock,USD,0.235984,-0.099537,-0.016917,-0.024297,0.832486,0.825202,0.02952,0.033084,0.483223,-0.2071,0.183103,0.170294,0.004303,0.196016,0.229018,-0.001186,3366870897312.25,0.235984,-0.099537,-0.016917,-0.024297,0.832486,0.825202,0.02952,0.033084,0.483223,-0.2071,0.183103,0.170294,0.004303,0.711005,0.196016,0.229018,0.0096,-0.001186,4873,261,4873,4606,1260,4292,4873,4873,4632,0.067777,0.220496,20260605
BTAL,equity_etf,USD,0.256619,-0.314238,-0.025582,-0.032564,-0.131523,-0.180467,-0.223251,-0.161566,-0.106657,-0.269184,-0.303586,-0.376309,-0.563566,0.002162,0.272646,0.00058,17558403987.69938,0.256619,-0.314238,-0.025582,-0.032564,-0.131523,-0.180467,-0.223251,-0.161566,-0.106657,-0.269184,-0.303586,-0.376309,-0.563566,1.133387,0.002162,0.272646,-0.134626,0.00058,3702,129,3702,3490,1260,3268,3702,3702,3501,-0.304041,-1.35268,20260605
BTC-USD,crypto,USD,0.559105,-0.479496,-0.038622,-0.057217,0.835106,0.931176,-0.143652,-0.154815,0.394495,-0.172208,0.47969,0.523384,0.089119,0.088049,0.445288,0.004874,3.8844455092468813e+18,0.559105,-0.479496,-0.038622,-0.057217,0.835106,0.931176,-0.143652,-0.154815,0.394495,-0.172208,0.47969,0.523384,0.089119,0.908199,0.088049,0.445288,-0.071952,0.004874,4277,112,2944,2863,1259,3046,2944,2944,2868,-0.386301,-1.019899,20260605
COST,us_stock,USD,0.244761,-0.135805,-0.023873,-0.032041,0.778612,0.778057,-0.088578,-0.093563,0.202683,-0.363823,0.272867,0.271722,-0.186252,0.142284,0.266468,-0.000158,2901772868082.938,0.244761,-0.135805,-0.023873,-0.032041,0.778612,0.778057,-0.088578,-0.093563,0.202683,-0.363823,0.272867,0.271722,-0.186252,0.739354,0.142284,0.266468,-0.076972,-0.000158,4873,261,4873,4606,1260,4292,4873,4873,4632,0.028791,-0.005367,20260605
CRM,us_stock,USD,0.400449,-0.378837,-0.039643,-0.055724,1.159917,1.165333,0.050325,-0.024926,0.273963,-0.128081,0.469283,0.495957,-0.212781,0.235076,0.188273,-5.2e-05,3870221646813.6963,0.400449,-0.378837,-0.039643,-0.055724,1.159917,1.165333,0.050325,-0.024926,0.273963,-0.128081,0.469283,0.495957,-0.212781,0.45525,0.235076,0.188273,-0.02772,-5.2e-05,4873,261,4873,4606,1260,4292,4873,4873,4632,-0.201452,-0.591214,20260605
CVX,us_stock,USD,0.29532,-0.17293,-0.026972,-0.036375,0.999293,1.083134,0.103516,0.10563,0.006758,-0.368072,0.174755,0.222847,-0.299639,0.444666,0.319706,-0.002125,3381059036842.1567,0.29532,-0.17293,-0.026972,-0.036375,0.999293,1.083134,0.103516,0.10563,0.006758,-0.368072,0.174755,0.222847,-0.299639,0.629698,0.444666,0.319706,0.029467,-0.002125,4873,261,4873,4606,1260,4292,4873,4873,4632,0.561768,2.089589,20260605
DBA,commodity_etf,USD,0.200427,-0.065877,-0.013113,-0.017417,0.417692,0.450637,-0.029023,-0.011744,0.284754,-0.165346,0.070954,0.076999,-0.039365,0.210878,0.404855,-0.002066,73470757954.0131,0.200427,-0.065877,-0.013113,-0.017417,0.417692,0.450637,-0.029023,-0.011744,0.284754,-0.165346,0.070954,0.076999,-0.039365,0.834178,0.210878,0.404855,-0.04247,-0.002066,4871,261,4871,4604,1260,4290,4871,4871,4630,0.150233,0.869422,20260605
DBC,commodity_etf,USD,0.216991,-0.080337,-0.018821,-0.031175,0.525176,0.610122,0.021037,0.069823,-0.077986,-0.06282,0.109438,0.140924,-0.256071,0.475744,0.511774,-0.003664,69687422693.72673,0.216991,-0.080337,-0.018821,-0.031175,0.525176,0.610122,0.021037,0.069823,-0.077986,-0.06282,0.109438,0.140924,-0.256071,0.77143,0.475744,0.511774,-0.018114,-0.003664,4873,261,4873,4606,1260,4292,4873,4873,4632,0.598412,2.575136,20260605
DIA,equity_etf,USD,0.201147,-0.075102,-0.013958,-0.01954,0.939278,0.944327,0.046848,0.032593,0.898833,-0.118052,0.289599,0.28793,0.442306,0.204477,0.242049,-0.001311,3908875265361.557,0.201147,-0.075102,-0.013958,-0.01954,0.939278,0.944327,0.046848,0.032593,0.898833,-0.118052,0.289599,0.28793,0.442306,0.637476,0.204477,0.242049,-0.001506,-0.001311,4873,261,4873,4606,1260,4292,4873,4873,4632,0.367669,2.298995,20260605
DIS,us_stock,USD,0.292968,-0.176488,-0.01988,-0.033642,1.030464,1.055397,0.052435,0.002024,0.411186,0.065537,0.368431,0.461718,0.173267,0.223364,0.221241,-0.001283,1397632873526.5896,0.292968,-0.176488,-0.01988,-0.033642,1.030464,1.055397,0.052435,0.002024,0.411186,0.065537,0.368431,0.461718,0.173267,0.61185,0.223364,0.221241,0.002058,-0.001283,4873,261,4873,4606,1260,4292,4873,4873,4632,-0.018062,-0.198095,20260605
EDV,bond_etf,USD,0.265319,-0.080681,-0.014708,-0.021177,-0.031792,-0.105873,-0.239681,-0.213667,0.666487,-0.175491,0.035408,-0.010069,0.310154,-0.051379,0.50181,0.000444,122819501425.03091,0.265319,-0.080681,-0.014708,-0.021177,-0.031792,-0.105873,-0.239681,-0.213667,0.666487,-0.175491,0.035408,-0.010069,0.310154,1.030499,-0.051379,0.50181,-0.145487,0.000444,4604,236,4604,4350,1260,4055,4604,4604,4375,0.168088,0.84874,20260605
EEM,equity_etf,USD,0.268317,-0.090726,-0.018372,-0.030212,1.034622,1.049962,0.270379,0.167914,0.819732,0.148299,0.358326,0.354097,0.76926,0.259676,0.279993,-0.001183,2993874079986.6934,0.268317,-0.090726,-0.018372,-0.030212,1.034622,1.049962,0.270379,0.167914,0.819732,0.148299,0.358326,0.354097,0.76926,0.303302,0.259676,0.279993,0.093337,-0.001183,4873,261,4873,4606,1260,4292,4873,4873,4632,0.710085,3.254798,20260605
EFA,equity_etf,USD,0.218303,-0.087009,-0.015298,-0.022381,0.936683,0.965631,0.114212,0.094655,0.858982,-0.004321,0.317219,0.315402,0.617299,0.224874,0.293385,-0.001541,2612824970247.88,0.218303,-0.087009,-0.015298,-0.022381,0.936683,0.965631,0.114212,0.094655,0.858982,-0.004321,0.317219,0.315402,0.617299,0.501104,0.224874,0.293385,0.027515,-0.001541,4873,261,4873,4606,1260,4292,4873,4873,4632,0.355252,1.996758,20260605
ETH-USD,crypto,USD,0.708452,-0.597563,-0.055994,-0.080479,1.249689,1.368001,-0.020845,0.01135,0.443796,-0.089436,0.695035,0.7722,0.139268,0.148313,0.493004,0.00827,5.456279798997939e+16,0.708452,-0.597563,-0.055994,-0.080479,1.249689,1.368001,-0.020845,0.01135,0.443796,-0.089436,0.695035,0.7722,0.139268,0.603758,0.148313,0.493004,-0.027138,0.00827,3128,107,2150,2095,1259,2227,2150,2150,2094,-0.535567,-0.998579,20260605
