ticker,asset_class,currency,factor,factor_label,direction,magnitude,sensitivity_level,raw_value,value_basis,sign_positive_meaning,sign_negative_meaning,structural_tags,evidence_metrics
BNB-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.125099,low,0.125099,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=0.125099
BNB-USD,crypto,USD,stress_response,Stress-period average return,positive,0.008047,high,0.008047,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.008047
BND,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.237996,low,0.237996,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.237996
BND,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.197519,low,0.197519,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.197519
BND,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.676546,high,0.676546,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.676546
BND,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.141607,low,-0.141607,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.141607
BND,bond_etf,USD,stress_response,Stress-period average return,neutral,5.9e-05,low,5.9e-05,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=5.9e-05
BRK-B,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.705478,medium,0.705478,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.705478
BRK-B,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.739377,medium,0.739377,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.739377
BRK-B,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.348648,medium,0.348648,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.348648
BRK-B,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.229403,low,-0.229403,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.229403
BRK-B,us_stock,USD,stress_response,Stress-period average return,positive,0.001811,medium,0.001811,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.001811
BTAL,equity_etf,USD,market_beta_sp500,S&P500 beta,negative,0.328971,low,-0.328971,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,beta_sp500_1y_krw=-0.328971
BTAL,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,negative,0.285085,low,-0.285085,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,downside_beta_sp500_1y_krw=-0.285085
BTAL,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,negative,0.156802,low,-0.156802,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,corr_sp500_60d_krw=-0.156802
BTAL,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.27487,low,-0.27487,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,corr_kospi200_60d_krw=-0.27487
BTAL,equity_etf,USD,stress_response,Stress-period average return,negative,0.000739,low,-0.000739,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,avg_stress_ret_krw=-0.000739
BTC-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.093768,high,1.093768,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=1.093768
BTC-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,0.970522,medium,0.970522,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.970522
BTC-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.486049,medium,0.486049,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.486049
BTC-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.017444,low,-0.017444,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.017444
BTC-USD,crypto,USD,stress_response,Stress-period average return,positive,0.00667,high,0.00667,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.00667
COST,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.812805,medium,0.812805,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.812805
COST,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.879121,medium,0.879121,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.879121
COST,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.227635,low,0.227635,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.227635
COST,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.326172,medium,-0.326172,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.326172
COST,us_stock,USD,stress_response,Stress-period average return,neutral,3e-05,low,3e-05,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=3e-05
CRM,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.228647,high,1.228647,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=1.228647
CRM,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.254479,high,1.254479,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.254479
CRM,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.300932,medium,0.300932,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.300932
CRM,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.093404,low,-0.093404,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.093404
CRM,us_stock,USD,stress_response,Stress-period average return,positive,0.001906,medium,0.001906,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.001906
CVX,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.648924,medium,0.648924,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.648924
CVX,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.871106,medium,0.871106,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.871106
CVX,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,neutral,0.051333,low,0.051333,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.051333
CVX,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.35352,medium,-0.35352,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.35352
CVX,us_stock,USD,stress_response,Stress-period average return,negative,0.001591,medium,-0.001591,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.001591
DBA,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.293311,low,0.293311,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.293311
DBA,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.370172,low,0.370172,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.370172
DBA,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.325302,medium,0.325302,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.325302
DBA,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.107766,low,-0.107766,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.107766
DBA,commodity_etf,USD,stress_response,Stress-period average return,neutral,0.000478,low,-0.000478,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.000478
DBC,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.376419,low,0.376419,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.376419
DBC,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.566805,medium,0.566805,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.566805
DBC,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,neutral,0.013232,low,0.013232,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.013232
DBC,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.040155,low,-0.040155,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.040155
DBC,commodity_etf,USD,stress_response,Stress-period average return,negative,0.001836,medium,-0.001836,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.001836
DIA,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.842068,medium,0.842068,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.842068
DIA,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.823151,medium,0.823151,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.823151
DIA,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.890635,high,0.890635,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.890635
DIA,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.018444,low,-0.018444,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.018444
DIA,equity_etf,USD,stress_response,Stress-period average return,neutral,6e-06,low,6e-06,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=6e-06
DIS,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.994674,medium,0.994674,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.994674
DIS,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.049994,high,1.049994,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.049994
DIS,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.357575,medium,0.357575,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.357575
DIS,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.097329,low,0.097329,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=0.097329
DIS,us_stock,USD,stress_response,Stress-period average return,positive,0.001696,medium,0.001696,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.001696
EDV,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.206456,low,0.206456,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.206456
EDV,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.10368,low,0.10368,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.10368
EDV,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.65495,high,0.65495,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.65495
EDV,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.067431,low,-0.067431,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.067431
EDV,bond_etf,USD,stress_response,Stress-period average return,negative,0.001076,low,-0.001076,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.001076
EEM,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.738423,medium,0.738423,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.738423
EEM,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.762746,medium,0.762746,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.762746
EEM,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.829558,high,0.829558,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.829558
EEM,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.237355,low,0.237355,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.237355
EEM,equity_etf,USD,stress_response,Stress-period average return,negative,0.000696,low,-0.000696,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.000696
EFA,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.776752,medium,0.776752,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.776752
EFA,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.755618,medium,0.755618,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.755618
EFA,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.859665,high,0.859665,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.859665
EFA,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.069832,low,0.069832,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.069832
EFA,equity_etf,USD,stress_response,Stress-period average return,positive,0.000963,low,0.000963,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=0.000963
ETH-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.455454,high,1.455454,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=1.455454
ETH-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,1.405439,high,1.405439,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.405439
ETH-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.566142,medium,0.566142,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.566142
ETH-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.067187,low,0.067187,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=0.067187
ETH-USD,crypto,USD,stress_response,Stress-period average return,positive,0.005965,high,0.005965,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.005965
EWJ,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.777257,medium,0.777257,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.777257
EWJ,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.829017,medium,0.829017,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.829017
EWJ,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.837384,high,0.837384,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.837384
EWJ,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.14893,low,0.14893,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.14893
EWJ,equity_etf,USD,stress_response,Stress-period average return,positive,0.001111,low,0.001111,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=0.001111
EWY,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.903281,medium,0.903281,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,beta_sp500_1y_krw=0.903281
EWY,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.914987,medium,0.914987,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.914987
EWY,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.681078,high,0.681078,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,corr_sp500_60d_krw=0.681078
EWY,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.250204,low,0.250204,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,corr_kospi200_60d_krw=0.250204
EWY,equity_etf,USD,stress_response,Stress-period average return,negative,0.003854,high,-0.003854,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,avg_stress_ret_krw=-0.003854
FXE,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.243043,low,0.243043,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.243043
FXE,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.196974,low,0.196974,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.196974
FXE,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.694003,high,0.694003,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.694003
FXE,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.100641,low,-0.100641,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.100641
FXE,fx_etf,USD,stress_response,Stress-period average return,neutral,0.000168,low,-0.000168,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000168
FXF,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.181724,low,0.181724,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.181724
FXF,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.110314,low,0.110314,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.110314
FXF,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.69723,high,0.69723,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.69723
FXF,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.046104,low,-0.046104,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.046104
FXF,fx_etf,USD,stress_response,Stress-period average return,negative,0.000507,low,-0.000507,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000507
FXI,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.71432,medium,0.71432,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.71432
FXI,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.64044,medium,0.64044,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.64044
FXI,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.73553,high,0.73553,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.73553
FXI,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.059144,low,0.059144,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.059144
FXI,equity_etf,USD,stress_response,Stress-period average return,negative,0.000525,low,-0.000525,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.000525
FXY,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.125424,low,0.125424,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.125424
FXY,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,neutral,0.076842,low,0.076842,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.076842
FXY,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.613199,high,0.613199,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.613199
FXY,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.181647,low,-0.181647,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.181647
FXY,fx_etf,USD,stress_response,Stress-period average return,negative,0.000727,low,-0.000727,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000727
GLD,gold_etf,USD,market_beta_sp500,S&P500 beta,positive,0.239933,low,0.239933,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.239933
