ticker,asset_class,currency,factor,factor_label,direction,magnitude,sensitivity_level,raw_value,value_basis,sign_positive_meaning,sign_negative_meaning,structural_tags,evidence_metrics
BND,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.208688,low,0.208688,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.208688
BND,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.691245,high,0.691245,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.691245
BND,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.214118,low,-0.214118,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.214118
BND,bond_etf,USD,stress_response,Stress-period average return,neutral,0.000288,low,-0.000288,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.000288
BRK-B,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.832486,medium,0.832486,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.832486
BRK-B,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.825202,medium,0.825202,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.825202
BRK-B,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.483223,medium,0.483223,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.483223
BRK-B,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.2071,low,-0.2071,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.2071
BRK-B,us_stock,USD,stress_response,Stress-period average return,negative,0.001186,low,-0.001186,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.001186
BTAL,equity_etf,USD,market_beta_sp500,S&P500 beta,negative,0.131523,low,-0.131523,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,beta_sp500_1y_krw=-0.131523
BTAL,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,negative,0.180467,low,-0.180467,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,downside_beta_sp500_1y_krw=-0.180467
BTAL,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,negative,0.106657,low,-0.106657,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,corr_sp500_60d_krw=-0.106657
BTAL,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.269184,low,-0.269184,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,corr_kospi200_60d_krw=-0.269184
BTAL,equity_etf,USD,stress_response,Stress-period average return,positive,0.00058,low,0.00058,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|semiconductor_proxy|usd_exposure,avg_stress_ret_krw=0.00058
BTC-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,0.835106,medium,0.835106,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.835106
BTC-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,0.931176,medium,0.931176,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.931176
BTC-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.394495,medium,0.394495,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.394495
BTC-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.172208,low,-0.172208,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.172208
BTC-USD,crypto,USD,stress_response,Stress-period average return,positive,0.004874,high,0.004874,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.004874
COST,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.778612,medium,0.778612,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.778612
COST,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.778057,medium,0.778057,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.778057
COST,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.202683,low,0.202683,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.202683
COST,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.363823,medium,-0.363823,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.363823
COST,us_stock,USD,stress_response,Stress-period average return,neutral,0.000158,low,-0.000158,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.000158
CRM,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.159917,high,1.159917,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=1.159917
CRM,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.165333,high,1.165333,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.165333
CRM,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.273963,low,0.273963,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.273963
CRM,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.128081,low,-0.128081,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.128081
CRM,us_stock,USD,stress_response,Stress-period average return,neutral,5.2e-05,low,-5.2e-05,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,ai_capex_proxy|defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-5.2e-05
CVX,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.999293,medium,0.999293,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.999293
CVX,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.083134,high,1.083134,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.083134
CVX,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,neutral,0.006758,low,0.006758,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.006758
CVX,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.368072,medium,-0.368072,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.368072
CVX,us_stock,USD,stress_response,Stress-period average return,negative,0.002125,medium,-0.002125,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.002125
DBA,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.417692,medium,0.417692,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.417692
DBA,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.450637,medium,0.450637,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.450637
DBA,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.284754,low,0.284754,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.284754
DBA,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.165346,low,-0.165346,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.165346
DBA,commodity_etf,USD,stress_response,Stress-period average return,negative,0.002066,medium,-0.002066,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.002066
DBC,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.525176,medium,0.525176,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.525176
DBC,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.610122,medium,0.610122,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.610122
DBC,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,neutral,0.077986,low,-0.077986,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=-0.077986
DBC,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.06282,low,-0.06282,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=-0.06282
DBC,commodity_etf,USD,stress_response,Stress-period average return,negative,0.003664,high,-0.003664,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.003664
DIA,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.939278,medium,0.939278,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.939278
DIA,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.944327,medium,0.944327,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.944327
DIA,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.898833,high,0.898833,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.898833
DIA,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.118052,low,-0.118052,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.118052
DIA,equity_etf,USD,stress_response,Stress-period average return,negative,0.001311,low,-0.001311,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.001311
DIS,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.030464,high,1.030464,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=1.030464
DIS,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.055397,high,1.055397,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.055397
DIS,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.411186,medium,0.411186,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.411186
DIS,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.065537,low,0.065537,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=0.065537
DIS,us_stock,USD,stress_response,Stress-period average return,negative,0.001283,low,-0.001283,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.001283
EDV,bond_etf,USD,market_beta_sp500,S&P500 beta,neutral,0.031792,low,-0.031792,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=-0.031792
EDV,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,negative,0.105873,low,-0.105873,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=-0.105873
EDV,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.666487,high,0.666487,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.666487
EDV,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.175491,low,-0.175491,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.175491
EDV,bond_etf,USD,stress_response,Stress-period average return,neutral,0.000444,low,0.000444,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.000444
EEM,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,1.034622,high,1.034622,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=1.034622
EEM,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.049962,high,1.049962,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.049962
EEM,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.819732,high,0.819732,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.819732
EEM,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.148299,low,0.148299,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.148299
EEM,equity_etf,USD,stress_response,Stress-period average return,negative,0.001183,low,-0.001183,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.001183
EFA,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.936683,medium,0.936683,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.936683
EFA,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.965631,medium,0.965631,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.965631
EFA,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.858982,high,0.858982,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.858982
EFA,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.004321,low,-0.004321,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=-0.004321
EFA,equity_etf,USD,stress_response,Stress-period average return,negative,0.001541,medium,-0.001541,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.001541
ETH-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.249689,high,1.249689,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=1.249689
ETH-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,1.368001,high,1.368001,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=1.368001
ETH-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.443796,medium,0.443796,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.443796
ETH-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.089436,low,-0.089436,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.089436
ETH-USD,crypto,USD,stress_response,Stress-period average return,positive,0.00827,high,0.00827,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.00827
EWJ,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.812988,medium,0.812988,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.812988
EWJ,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.811061,medium,0.811061,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.811061
EWJ,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.828702,high,0.828702,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.828702
EWJ,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.083956,low,0.083956,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.083956
EWJ,equity_etf,USD,stress_response,Stress-period average return,negative,0.000931,low,-0.000931,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.000931
EWY,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.978169,medium,0.978169,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,beta_sp500_1y_krw=0.978169
EWY,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.990316,medium,0.990316,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.990316
EWY,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.656534,high,0.656534,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,corr_sp500_60d_krw=0.656534
EWY,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.18021,low,0.18021,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,corr_kospi200_60d_krw=0.18021
EWY,equity_etf,USD,stress_response,Stress-period average return,negative,0.003203,high,-0.003203,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,korea_equity_proxy|korea_financial_proxy|semiconductor_proxy|usd_exposure,avg_stress_ret_krw=-0.003203
FXE,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.291678,low,0.291678,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.291678
FXE,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.268774,low,0.268774,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.268774
FXE,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.700546,high,0.700546,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.700546
FXE,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.168843,low,-0.168843,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.168843
FXE,fx_etf,USD,stress_response,Stress-period average return,negative,0.000797,low,-0.000797,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000797
FXF,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.212655,low,0.212655,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.212655
FXF,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.19666,low,0.19666,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.19666
FXF,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.708751,high,0.708751,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.708751
FXF,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.127241,low,-0.127241,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.127241
FXF,fx_etf,USD,stress_response,Stress-period average return,negative,0.001185,low,-0.001185,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001185
FXI,equity_etf,USD,market_beta_sp500,S&P500 beta,positive,1.008636,high,1.008636,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=1.008636
FXI,equity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.957604,medium,0.957604,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.957604
FXI,equity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.717483,high,0.717483,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.717483
FXI,equity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.054702,low,-0.054702,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=-0.054702
FXI,equity_etf,USD,stress_response,Stress-period average return,neutral,0.000123,low,0.000123,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=0.000123
FXY,fx_etf,USD,market_beta_sp500,S&P500 beta,positive,0.10778,low,0.10778,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.10778
FXY,fx_etf,USD,downside_beta_sp500,S&P500 downside beta,neutral,0.063368,low,0.063368,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.063368
FXY,fx_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.640356,high,0.640356,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.640356
FXY,fx_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.227383,low,-0.227383,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.227383
FXY,fx_etf,USD,stress_response,Stress-period average return,neutral,0.000108,low,0.000108,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000108
GLD,gold_etf,USD,market_beta_sp500,S&P500 beta,positive,0.264472,low,0.264472,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.264472
GLD,gold_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.267722,low,0.267722,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.267722
GLD,gold_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.541987,medium,0.541987,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.541987
GLD,gold_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,positive,0.110593,low,0.110593,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=0.110593
