candidate_ticker,candidate_bucket,risk_bucket_match,input_aware_score,status,message,hedge_weight_pct,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,concentration_warning,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,direct_vulnerability_match_score,portfolio_vulnerability_tags,candidate_vulnerability_tags,generic_safe_asset_flag,cash_like_flag,benchmark_role_default,max_grade_without_direct_match,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot
NFLX,us_stock,,0.577681,FAIL,FAIL: MDD 개선 미달; beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""NFLX"": 10.0}",single candidate allocation,0.241523,0.231696,-0.470443,-0.47905,-0.032992,-0.031832,0.28602,0.301397,1.060023,1.171351,-0.004119,-0.003545,0.149971,0.16785,0.412686,0.469487,0.453714,0.502653,0.872503,0.862778,4.069053,-1.829538,3.516023,0.000574,-0.01788,-0.056801,-0.01788,0.111328,10.502432,0.015377,5.376071,-0.048939,0.009725,5216576911503.606,0.063264,0.15665,0.616874,0.325147,0.390509,1e-06,0.530475,1.0,FAIL_GATE,MDD 개선 미달; beta/corr 감소 미달,,DQ WARN non-blocking - NFLX: extreme_return_outlier_warn|fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.505058,0.583,0.526925,-0.030475,-0.056074,0.530475,0.030475,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,consumer_cycle|growth_beta|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,NFLX: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.64709,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""NFLX"": 10.0}"
EFA,equity_etf,metadata_direct_match,0.577332,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""EFA"": 10.0}",single candidate allocation,0.241523,0.225749,-0.470443,-0.450186,-0.032992,-0.031135,0.28602,0.268351,1.060023,1.055823,-0.004119,-0.003863,0.149971,0.195165,0.412686,0.465198,0.453714,0.505055,0.872503,0.865127,6.531067,4.305977,5.630948,0.000255,-0.045195,-0.052512,-0.045195,-0.0042,-0.396225,-0.017669,-6.177541,-0.051341,0.007376,2612824970199.127,0.121711,0.311553,0.511705,0.237424,0.255948,1e-06,0.53454,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,annual return drag soft warning,DQ WARN non-blocking - EFA: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.500993,0.583,0.530197,-0.03454,-0.052803,0.53454,0.03454,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,developed_ex_us|geopolitical_supply_chain|usd_exposure|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,EFA: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.635356,"핵심 취약점 직접 완화, factor 집중 완화, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""EFA"": 10.0}"
FXI,equity_etf,china_trade_fragmentation_shock,0.574854,FAIL,FAIL: beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""FXI"": 10.0}",single candidate allocation,0.241523,0.230658,-0.470443,-0.456206,-0.032992,-0.031757,0.28602,0.26606,1.060023,1.023421,-0.004119,-0.00369,0.149971,0.190938,0.412686,0.472354,0.453714,0.503654,0.872503,0.862814,4.498827,3.026295,3.743745,0.000429,-0.040967,-0.059668,-0.040967,-0.036602,-3.452912,-0.01996,-6.978652,-0.04994,0.00969,1605805685379.7031,0.069558,0.279245,0.568841,0.251,0.218209,0.0,0.534695,1.0,FAIL_GATE,beta/corr 감소 미달,annual return drag soft warning,DQ WARN non-blocking - FXI: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.500838,0.583,0.529009,-0.034695,-0.053991,0.534695,0.034695,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,china_equity|geopolitical_supply_chain|global_trade|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,FXI: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.639261,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""FXI"": 10.0}"
ORCL,us_stock,,0.573109,FAIL,FAIL: beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""ORCL"": 10.0}",single candidate allocation,0.241523,0.22839,-0.470443,-0.449505,-0.032992,-0.031239,0.28602,0.282426,1.060023,1.105243,-0.004119,-0.003821,0.149971,0.211694,0.412686,0.472247,0.453714,0.500192,0.872503,0.842178,5.437877,4.450641,5.315223,0.000298,-0.061724,-0.059561,-0.059561,0.04522,4.26596,-0.003594,-1.256643,-0.046479,0.030325,6990032827773.433,0.112986,0.315205,0.525722,0.191284,0.31351,2e-06,0.525629,1.0,FAIL_GATE,beta/corr 감소 미달,,DQ WARN non-blocking - ORCL: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.509904,0.583,0.530434,-0.025629,-0.052565,0.525629,0.025629,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,growth_beta|quality_growth|rate_shock_growth_duration|recession_liquidity_stress|software|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,ORCL: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.639921,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""ORCL"": 10.0}"
GOOGL,us_stock,,0.570796,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""GOOGL"": 10.0}",single candidate allocation,0.241523,0.228287,-0.470443,-0.457458,-0.032992,-0.031418,0.28602,0.286047,1.060023,1.121603,-0.004119,-0.004047,0.149971,0.197207,0.412686,0.47364,0.453714,0.507253,0.872503,0.868647,5.480435,2.76026,4.771002,7.2e-05,-0.047236,-0.060954,-0.047236,0.06158,5.809335,2.7e-05,0.00942,-0.053539,0.003857,14975671783875.78,0.097946,0.272528,0.451239,0.230868,0.332565,4e-06,0.521862,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - GOOGL: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.513671,0.583,0.533105,-0.021862,-0.049894,0.521862,0.021862,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,growth_beta|platform|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,GOOGL: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.621206,"핵심 취약점 직접 완화, factor 집중 완화, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""GOOGL"": 10.0}"
AAPL,us_stock,,0.568575,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""AAPL"": 10.0}",single candidate allocation,0.241523,0.228696,-0.470443,-0.454301,-0.032992,-0.031332,0.28602,0.292748,1.060023,1.148898,-0.004119,-0.003888,0.149971,0.186051,0.412686,0.476722,0.453714,0.507646,0.872503,0.86593,5.31106,3.431305,5.033046,0.000231,-0.03608,-0.064036,-0.03608,0.088876,8.384301,0.006728,2.352307,-0.053932,0.006573,18519409345850.41,0.105188,0.28947,0.503647,0.266696,0.364357,5e-06,0.52354,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - AAPL: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.511993,0.583,0.531442,-0.02354,-0.051558,0.52354,0.02354,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,growth_beta|mega_cap|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,AAPL: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.635223,"핵심 취약점 직접 완화, factor 집중 완화, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""AAPL"": 10.0}"
TSM,us_stock,metadata_direct_match,0.565821,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""TSM"": 10.0}",single candidate allocation,0.241523,0.234187,-0.470443,-0.464712,-0.032992,-0.031955,0.28602,0.292482,1.060023,1.120824,-0.004119,-0.003765,0.149971,0.204224,0.412686,0.475802,0.453714,0.509844,0.872503,0.855974,3.037707,1.218211,3.144938,0.000354,-0.054253,-0.063116,-0.054253,0.060801,5.735854,0.006462,2.259182,-0.05613,0.016529,7561203290142.446,0.053009,0.233596,0.544107,0.208331,0.331658,2e-06,0.518936,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - TSM: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.516597,0.583,0.545578,-0.018936,-0.037421,0.518936,0.018936,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|growth_beta|semiconductor_ai_cycle|taiwan_supply_chain|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,TSM: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.633903,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""TSM"": 10.0}"
MSFT,us_stock,,0.564049,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""MSFT"": 10.0}",single candidate allocation,0.241523,0.227832,-0.470443,-0.446093,-0.032992,-0.031362,0.28602,0.282631,1.060023,1.108847,-0.004119,-0.003929,0.149971,0.190573,0.412686,0.476492,0.453714,0.512092,0.872503,0.854997,5.668743,5.175913,4.941359,0.00019,-0.040602,-0.063806,-0.040602,0.048824,4.605928,-0.003389,-1.185051,-0.058378,0.017506,20899576777427.273,0.102654,0.333516,0.490195,0.252172,0.317707,5e-06,0.52288,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - MSFT: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.512653,0.583,0.531955,-0.02288,-0.051045,0.52288,0.02288,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,ai_capex|growth_beta|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,MSFT: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.633268,"핵심 취약점 직접 완화, factor 집중 완화, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""MSFT"": 10.0}"
QCOM,us_stock,metadata_direct_match,0.561016,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""QCOM"": 10.0}",single candidate allocation,0.241523,0.230612,-0.470443,-0.452248,-0.032992,-0.031613,0.28602,0.279631,1.060023,1.082475,-0.004119,-0.003808,0.149971,0.1872,0.412686,0.48161,0.453714,0.513085,0.872503,0.880982,4.517881,3.867555,4.180421,0.000311,-0.037229,-0.068924,-0.037229,0.022452,2.118061,-0.006389,-2.233763,-0.059371,-0.008479,5461565313343.565,0.081625,0.300484,0.529999,0.263004,0.286991,1e-06,0.517133,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - QCOM: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.5184,0.583,0.546577,-0.017133,-0.036423,0.517133,0.017133,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_trade|growth_beta|semiconductor_ai_cycle|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,QCOM: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.635491,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""QCOM"": 10.0}"
AMZN,us_stock,,0.559475,FAIL,FAIL: beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""AMZN"": 10.0}",single candidate allocation,0.241523,0.230505,-0.470443,-0.453309,-0.032992,-0.031629,0.28602,0.300331,1.060023,1.172775,-0.004119,-0.0037,0.149971,0.196338,0.412686,0.483205,0.453714,0.51293,0.872503,0.871509,4.561821,3.64219,4.132771,0.000419,-0.046367,-0.070519,-0.046367,0.112753,10.636816,0.014311,5.003465,-0.059216,0.000994,16111512169632.06,0.080309,0.294794,0.565578,0.233657,0.392168,4e-06,0.524157,1.0,FAIL_GATE,beta/corr 감소 미달; downside beta 증가 하드 게이트,,DQ WARN non-blocking - AMZN: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.511376,0.583,0.530095,-0.024157,-0.052904,0.524157,0.024157,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,consumer_cycle|growth_beta|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,AMZN: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.647759,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""AMZN"": 10.0}"
XLP,defensive,china_trade_fragmentation_shock,0.316123,FAIL,FAIL: beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""XLP"": 10.0}",single candidate allocation,0.241523,0.2205,-0.470443,-0.428153,-0.032992,-0.030187,0.28602,0.274004,1.060023,1.106595,-0.004119,-0.003844,0.149971,0.172802,0.412686,0.438456,0.453714,0.475864,0.872503,0.866658,8.704444,8.989363,8.504433,0.000274,-0.022831,-0.02577,-0.022831,0.046572,4.393533,-0.012016,-4.20107,-0.02215,0.005845,1684081186663.8516,0.201122,0.429793,0.517974,0.309245,0.315085,0.0,0.53435,1.0,FAIL_GATE,beta/corr 감소 미달,,DQ WARN non-blocking - XLP: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.501183,0.583,0.527637,-0.03435,-0.055362,0.53435,0.03435,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,consumer_staples|defensive_equity|rate_shock_growth_duration|recession_liquidity_stress,N,N,N,C,scenario_vulnerability_reducer,hedge_candidate,XLP: 핵심 취약점 직접 완화 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.253533,"factor 집중 완화, 현재 장세 취약도 개선, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""XLP"": 10.0}"
XLU,defensive,china_trade_fragmentation_shock,0.309936,FAIL,FAIL: beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""XLU"": 10.0}",single candidate allocation,0.241523,0.221473,-0.470443,-0.433401,-0.032992,-0.030338,0.28602,0.274416,1.060023,1.103592,-0.004119,-0.00392,0.149971,0.176064,0.412686,0.44204,0.453714,0.480236,0.872503,0.868198,8.301612,7.873893,8.045435,0.000199,-0.026093,-0.029354,-0.026093,0.043569,4.110194,-0.011604,-4.057213,-0.026522,0.004305,1520237138086.3286,0.188437,0.401631,0.4932,0.298767,0.311587,0.0,0.532626,1.0,FAIL_GATE,beta/corr 감소 미달,,DQ WARN non-blocking - XLU: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.502907,0.583,0.528719,-0.032626,-0.054281,0.532626,0.032626,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,defensive_equity|low_beta|rate_shock_growth_duration|recession_liquidity_stress,N,N,N,C,scenario_vulnerability_reducer,hedge_candidate,XLU: 핵심 취약점 직접 완화 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.245302,"factor 집중 완화, 현재 장세 취약도 개선, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""XLU"": 10.0}"
IAU,gold,china_trade_fragmentation_shock,0.113012,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""IAU"": 10.0}",single candidate allocation,0.241523,0.218911,-0.470443,-0.426617,-0.032992,-0.029922,0.28602,0.276325,1.060023,1.125226,-0.004119,-0.003752,0.149971,0.180056,0.412686,0.397828,0.453714,0.434918,0.872503,0.864862,9.362246,9.31599,9.307633,0.000366,-0.030085,0.014858,0.014858,0.065203,6.151098,-0.009696,-3.389816,0.018795,0.007641,1134612250656.9558,0.223318,0.43804,0.548301,0.430286,0.336785,0.0,0.552549,1.0,REFERENCE_ONLY,,IAU: 범용 방어 benchmark입니다,DQ WARN non-blocking - IAU: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.482984,0.583,0.5247,-0.052549,-0.0583,0.552549,0.052549,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|gold|inflation_energy_shock|precious_metal,Y,N,Y,D,scenario_vulnerability_reducer,benchmark_candidate,IAU: 범용 방어 benchmark입니다,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.264507,"factor 집중 완화, 현재 장세 취약도 개선, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""IAU"": 10.0}"
GLD,gold,china_trade_fragmentation_shock,0.112688,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""GLD"": 10.0}",single candidate allocation,0.241523,0.218917,-0.470443,-0.426738,-0.032992,-0.029917,0.28602,0.276075,1.060023,1.124056,-0.004119,-0.003763,0.149971,0.179965,0.412686,0.397982,0.453714,0.435147,0.872503,0.864808,9.360012,9.290194,9.322539,0.000356,-0.029994,0.014704,0.014704,0.064033,6.040725,-0.009946,-3.477243,0.018567,0.007695,5833496547834.815,0.22373,0.437389,0.544966,0.429791,0.335422,2e-06,0.552531,1.0,REFERENCE_ONLY,,GLD: 범용 방어 benchmark입니다,DQ WARN non-blocking - GLD: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.483002,0.583,0.5247,-0.052531,-0.0583,0.552531,0.052531,0.0,0.0,0.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|gold|inflation_energy_shock|precious_metal,Y,N,Y,D,scenario_vulnerability_reducer,benchmark_candidate,GLD: 범용 방어 benchmark입니다,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.263758,"factor 집중 완화, 현재 장세 취약도 개선, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""GLD"": 10.0}"
