candidate_ticker,candidate_bucket,risk_bucket_match,input_aware_score,status,message,hedge_weight_pct,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,concentration_warning,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,direct_vulnerability_match_score,portfolio_vulnerability_tags,candidate_vulnerability_tags,generic_safe_asset_flag,cash_like_flag,benchmark_role_default,max_grade_without_direct_match,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot
017670.KS,kr_stock,metadata_direct_match,0.69483,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""017670.KS"": 10.0}",single candidate allocation,0.241523,0.223617,-0.470443,-0.444173,-0.032992,-0.030582,0.28602,0.273409,1.060023,1.088509,-0.004119,-0.003922,0.149971,0.154494,0.412686,0.371379,0.453714,0.412005,0.872503,0.869685,7.414042,5.584111,7.306166,0.000196,-0.004523,0.041307,0.041307,0.028486,2.687284,-0.012612,-4.409318,0.041708,0.002818,116274081861.45076,0.168007,0.343822,0.49222,0.515228,0.294019,0.0,0.526266,0.5,REFERENCE_ONLY,,017670.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 017670.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.509267,0.583,0.57531,-0.026266,-0.007689,0.526266,0.026266,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,defensive_equity|korea_domestic_credit|korea_equity|recession_liquidity_stress|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,017670.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.621382,"핵심 취약점 직접 완화, Downside beta reduction, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""017670.KS"": 10.0}"
207940.KS,kr_stock,metadata_direct_match,0.692292,FAIL,FAIL: Stress 개선 미달,10.0,10.0,,,,,1,single_asset_budget,"{""207940.KS"": 10.0}",single candidate allocation,0.241523,0.231237,-0.470443,-0.432797,-0.032992,-0.030972,0.28602,0.375613,1.060023,1.494629,-0.004119,-0.004762,0.149971,0.13436,0.412686,0.44351,0.453714,0.492032,0.872503,0.880794,4.259122,8.00236,6.122945,-0.000644,0.01561,-0.030824,0.01561,0.434606,40.999665,0.089593,31.323844,-0.038319,-0.008291,81610677483.33333,0.135308,0.404875,0.215111,0.432701,0.767044,0.0,0.513975,0.5,FAIL_GATE,Stress 개선 미달,,,,0.0,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),1.0,0.535533,0.521558,0.583,0.577491,-0.013975,-0.005508,0.513975,0.013975,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,korea_domestic_credit|korea_equity|quality_growth|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,207940.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.623597,"핵심 취약점 직접 완화, DQ confidence, Return drag control / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""207940.KS"": 10.0}"
055550.KS,kr_stock,metadata_direct_match,0.691623,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""055550.KS"": 10.0}",single candidate allocation,0.241523,0.22975,-0.470443,-0.465873,-0.032992,-0.031507,0.28602,0.270754,1.060023,1.047896,-0.004119,-0.004167,0.149971,0.131397,0.412686,0.370535,0.453714,0.415407,0.872503,0.880699,4.874506,0.971492,4.5034,-4.8e-05,0.018574,0.042151,0.042151,-0.012127,-1.144045,-0.015266,-5.337362,0.038307,-0.008195,128405150654.80463,0.090551,0.227367,0.411491,0.517939,0.246715,0.0,0.510527,0.5,REFERENCE_ONLY,,annual return drag soft warning; 055550.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 055550.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.525006,0.583,0.579083,-0.010527,-0.003916,0.510527,0.010527,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,credit_cycle|korea_domestic_credit|korea_financial|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,055550.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.587636,"핵심 취약점 직접 완화, Downside beta reduction, 노출(beta/corr) 감소 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""055550.KS"": 10.0}"
011200.KS,kr_stock,metadata_direct_match,0.691136,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""011200.KS"": 10.0}",single candidate allocation,0.241523,0.23298,-0.470443,-0.439952,-0.032992,-0.031766,0.28602,0.258924,1.060023,0.982591,-0.004119,-0.003719,0.149971,0.132619,0.412686,0.366729,0.453714,0.398696,0.872503,0.879873,3.537125,6.481273,3.715946,0.0004,0.017352,0.045957,0.045957,-0.077432,-7.304739,-0.027096,-9.473409,0.055017,-0.00737,31112268062.333332,0.068789,0.366472,0.559294,0.530162,0.170652,0.0,0.526368,0.5,REFERENCE_ONLY,,Sharpe soft warning; annual return drag soft warning; 011200.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 011200.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.509165,0.583,0.574414,-0.026368,-0.008585,0.526368,0.026368,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_trade|inflation_energy_shock|korea_domestic_credit|shipping|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,011200.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.624339,"핵심 취약점 직접 완화, Downside beta reduction, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""011200.KS"": 10.0}"
005490.KS,kr_stock,metadata_direct_match,0.68897,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""005490.KS"": 10.0}",single candidate allocation,0.241523,0.231891,-0.470443,-0.468675,-0.032992,-0.031908,0.28602,0.264686,1.060023,1.012053,-0.004119,-0.004203,0.149971,0.111861,0.412686,0.372128,0.453714,0.418542,0.872503,0.895471,3.987993,0.375936,3.288273,-8.5e-05,0.03811,0.040559,0.040559,-0.04797,-4.52538,-0.021334,-7.458883,0.035172,-0.022968,202782049162.8724,0.05697,0.212331,0.399577,0.512823,0.204967,0.0,0.520216,0.5,REFERENCE_ONLY,,annual return drag soft warning; 005490.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 005490.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.515317,0.583,0.581254,-0.020216,-0.001745,0.520216,0.020216,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|inflation_energy_shock|korea_domestic_credit|korea_equity|materials_cycle|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,005490.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.580844,"핵심 취약점 직접 완화, Downside beta reduction, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""005490.KS"": 10.0}"
114800.KS,kr_etf,metadata_direct_match,0.687518,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""114800.KS"": 10.0}",single candidate allocation,0.241523,0.191141,-0.470443,-0.410797,-0.032992,-0.025367,0.28602,0.26371,1.060023,1.222708,-0.004119,-0.003525,0.149971,0.177528,0.412686,0.391559,0.453714,0.468422,0.872503,0.833198,20.860183,12.67877,23.111539,0.000593,-0.027557,0.021127,0.021127,0.162685,15.347359,-0.02231,-7.800287,-0.014708,0.039305,593222364572.8167,0.604796,0.522939,0.623234,0.450419,0.450327,0.0,0.51296,1.0,REFERENCE_ONLY,,annual return drag soft warning; 114800.KS: 리서치 전용 후보,DQ WARN non-blocking - 114800.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.522573,0.583,0.570781,-0.01296,-0.012218,0.51296,0.01296,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,inverse_korea|korea_beta_offset|korea_domestic_credit|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,research_only,114800.KS: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.711922,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""114800.KS"": 10.0}"
105560.KS,kr_stock,metadata_direct_match,0.686297,FAIL,FAIL: MDD 개선 미달; Stress 개선 미달,10.0,10.0,,,,,1,single_asset_budget,"{""105560.KS"": 10.0}",single candidate allocation,0.241523,0.229889,-0.470443,-0.488909,-0.032992,-0.031386,0.28602,0.270182,1.060023,1.044777,-0.004119,-0.004289,0.149971,0.134078,0.412686,0.371891,0.453714,0.419225,0.872503,0.878516,4.81724,-3.925204,4.868125,-0.00017,0.015893,0.040795,0.040795,-0.015246,-1.438295,-0.015838,-5.537387,0.034489,-0.006013,184587524517.78204,0.10063,0.103741,0.371248,0.513582,0.243082,0.0,0.508258,0.5,FAIL_GATE,MDD 개선 미달; Stress 개선 미달,annual return drag soft warning,DQ WARN non-blocking - 105560.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.527276,0.583,0.581654,-0.008258,-0.001345,0.508258,0.008258,0.0,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,credit_cycle|korea_domestic_credit|korea_financial|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,105560.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.570688,"핵심 취약점 직접 완화, Downside beta reduction, 노출(beta/corr) 감소 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""105560.KS"": 10.0}"
032830.KS,kr_stock,metadata_direct_match,0.684501,FAIL,FAIL: Stress 개선 미달; downside beta 증가 하드 게이트; active adverse scenario 민감도 증가,10.0,10.0,,,,,1,single_asset_budget,"{""032830.KS"": 10.0}",single candidate allocation,0.241523,0.21473,-0.470443,-0.427546,-0.032992,-0.028539,0.28602,0.301968,1.060023,1.266561,-0.004119,-0.004783,0.149971,0.11902,0.412686,0.402366,0.453714,0.509605,0.872503,0.881378,11.09361,9.118501,13.498025,-0.000664,0.030951,0.01032,0.030951,0.206538,19.48431,0.015948,5.575821,-0.055891,-0.008875,123218727608.33333,0.339122,0.433054,0.208306,0.481968,0.501404,0.0,0.507833,0.5,FAIL_GATE,Stress 개선 미달; downside beta 증가 하드 게이트; active adverse scenario 민감도 증가,,DQ WARN non-blocking - 032830.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.5277,0.583,0.584774,-0.007833,0.001774,0.507833,0.007833,0.001774,0.028234,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,insurance|korea_domestic_credit|korea_financial|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,adverse_scenario_sensitive,diagnostic_only,032830.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 늘릴 수 있어 감점됩니다.",0.590702,"핵심 취약점 직접 완화, 현재 장세 취약도 개선, Sharpe 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 늘릴 수 있어 감점됩니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""032830.KS"": 10.0}"
SH,inverse_etf,metadata_direct_match,0.647489,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""SH"": 10.0}",single candidate allocation,0.241523,0.209738,-0.470443,-0.407242,-0.032992,-0.028266,0.28602,0.251434,1.060023,1.055761,-0.004119,-0.003562,0.149971,0.142321,0.412686,0.320013,0.453714,0.348473,0.872503,0.869806,13.16018,13.434305,14.326266,0.000556,0.00765,0.092673,0.092673,-0.004262,-0.402078,-0.034587,-12.09238,0.105241,0.002697,605942164162.4667,0.362011,0.542014,0.610995,0.680192,0.255876,0.0,0.534921,1.0,REFERENCE_ONLY,,annual return drag soft warning; SH: 리서치 전용 후보,DQ WARN non-blocking - SH: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.500612,0.583,0.534223,-0.034921,-0.048776,0.534921,0.034921,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,inverse_equity|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle|tail_hedge,N,N,N,C,scenario_vulnerability_reducer,research_only,SH: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.68864,"핵심 취약점 직접 완화, factor 집중 완화, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""SH"": 10.0}"
PSQ,inverse_etf,metadata_direct_match,0.645652,PASS,PASS,10.0,10.0,,,,,1,single_asset_budget,"{""PSQ"": 10.0}",single candidate allocation,0.241523,0.207945,-0.470443,-0.398127,-0.032992,-0.028076,0.28602,0.245333,1.060023,1.03553,-0.004119,-0.003581,0.149971,0.13596,0.412686,0.316559,0.453714,0.349043,0.872503,0.869797,13.902783,15.371971,14.900189,0.000538,0.014011,0.096127,0.096127,-0.024493,-2.310566,-0.040687,-14.225229,0.104671,0.002706,414894808390.2252,0.377871,0.590934,0.604972,0.691284,0.232313,0.0,0.534839,1.0,REFERENCE_ONLY,,annual return drag soft warning; PSQ: 리서치 전용 후보,DQ WARN non-blocking - PSQ: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.500694,0.583,0.534375,-0.034839,-0.048625,0.534839,0.034839,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,growth_beta_offset|inverse_nasdaq|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle,N,N,N,C,scenario_vulnerability_reducer,research_only,PSQ: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.691006,"핵심 취약점 직접 완화, factor 집중 완화, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""PSQ"": 10.0}"
BTC-USD,crypto,metadata_direct_match,0.631226,FAIL,FAIL: MDD 개선 미달; Stress 개선 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""BTC-USD"": 10.0}",single candidate allocation,0.241523,0.224771,-0.470443,-0.475258,-0.032992,-0.03037,0.28602,0.399439,1.060023,1.643628,-0.004119,-0.004449,0.149971,0.108332,0.412686,0.510847,0.453714,0.601461,0.872503,0.874608,6.936279,-1.023502,7.947121,-0.00033,0.041639,-0.098161,0.041639,0.583605,55.055894,0.113419,39.654179,-0.147747,-0.002105,3.8844455092281856e+18,0.18572,0.177,0.318677,0.516294,0.94059,1.0,0.54547,1.0,FAIL_GATE,MDD 개선 미달; Stress 개선 미달; downside beta 증가 하드 게이트,,,,0.0,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),1.0,0.535533,0.490063,0.583,0.5247,-0.04547,-0.0583,0.54547,0.04547,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,crypto|high_beta|recession_liquidity_stress|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,conditional_candidate,BTC-USD: 위험자산 성격이 강해 all 모드에서만 비교합니다,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.691188,"핵심 취약점 직접 완화, 유동성 양호, factor 집중 완화 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""BTC-USD"": 10.0}"
EWJ,equity_etf,metadata_direct_match,0.630915,FAIL,FAIL: beta/corr 감소 미달,10.0,10.0,,,,,1,single_asset_budget,"{""EWJ"": 10.0}",single candidate allocation,0.241523,0.224989,-0.470443,-0.444478,-0.032992,-0.030946,0.28602,0.267102,1.060023,1.053835,-0.004119,-0.003797,0.149971,0.196753,0.412686,0.452641,0.453714,0.489139,0.872503,0.866316,6.845716,5.51927,6.201459,0.000322,-0.046782,-0.039955,-0.039955,-0.006187,-0.583699,-0.018919,-6.614394,-0.035426,0.006187,963459347407.94,0.137478,0.342185,0.533641,0.25425,0.253634,0.0,0.538108,1.0,FAIL_GATE,beta/corr 감소 미달,annual return drag soft warning,DQ WARN non-blocking - EWJ: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),0.9,0.535533,0.497425,0.583,0.52845,-0.038108,-0.05455,0.538108,0.038108,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|japan_equity|usdkrw_fx_korea|yen_proxy,N,N,N,C,scenario_vulnerability_reducer,conditional_candidate,EWJ: 취약점 보완 근거가 있을 때만 검토 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.64338,"핵심 취약점 직접 완화, factor 집중 완화, 현재 장세 취약도 개선 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""EWJ"": 10.0}"
INDA,equity_etf,metadata_direct_match,0.626674,FAIL,FAIL: Stress 개선 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""INDA"": 10.0}",single candidate allocation,0.241523,0.21183,-0.470443,-0.433327,-0.032992,-0.02851,0.28602,0.308145,1.060023,1.313056,-0.004119,-0.005415,0.149971,0.110557,0.412686,0.493725,0.453714,0.58908,0.872503,0.872267,12.294063,7.889657,13.587076,-0.001296,0.039414,-0.081039,0.039414,0.253033,23.870556,0.022125,7.73541,-0.135366,0.000236,577762769162.2196,0.341583,0.402029,0.0,0.509146,0.555559,0.0,0.536995,1.0,FAIL_GATE,Stress 개선 미달; downside beta 증가 하드 게이트,,,,0.0,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),1.0,0.535533,0.498538,0.583,0.529523,-0.036995,-0.053476,0.536995,0.036995,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_beta|india_equity|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,conditional_candidate,INDA: 취약점 보완 근거가 있을 때만 검토 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.601869,"핵심 취약점 직접 완화, factor 집중 완화, DQ confidence / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""INDA"": 10.0}"
VXUS,equity_etf,metadata_direct_match,0.585486,FAIL,FAIL: Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,10.0,10.0,,,,,1,single_asset_budget,"{""VXUS"": 10.0}",single candidate allocation,0.241523,0.213521,-0.470443,-0.443451,-0.032992,-0.028776,0.28602,0.291843,1.060023,1.22631,-0.004119,-0.00456,0.149971,0.197862,0.412686,0.494382,0.453714,0.593567,0.872503,0.864682,11.594048,5.737483,12.781058,-0.000441,-0.047892,-0.081696,-0.047892,0.166288,15.687168,0.005823,2.035792,-0.139853,0.007821,804299938461.0131,0.319308,0.347694,0.282006,0.228762,0.454522,0.0,0.536487,1.0,FAIL_GATE,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,,,,0.0,집중위험 완화 중 - 005930.KS 39.88% -> 35.89% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 28.23% -> 25.41% (기준 20.0% 초과),1.0,0.535533,0.499046,0.583,0.529197,-0.036487,-0.053803,0.536487,0.036487,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_equity|usd_exposure|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,VXUS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.6481,"핵심 취약점 직접 완화, factor 집중 완화, DQ confidence / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 25.4106, ""005930.KS"": 35.8918, ""035420.KS"": 16.0577, ""035720.KS"": 12.64, ""VXUS"": 10.0}"
