candidate_label,expected_scenario_code,case_count,evaluated_count,improved_count,mixed_count,worsened_count,insufficient_history_count,worsened_rate,avg_cvar_delta,avg_mdd_delta,avg_stress_loss_delta,avg_return_drag,avg_implementation_cost,avg_recurring_rebalance_cost,avg_total_path_cost,avg_net_cvar_delta,avg_net_mdd_delta,avg_net_stress_loss_delta,avg_cost_adjusted_return_drag,cash_beats_count,cash_mixed_count,cash_lags_count,avg_hedge_vs_cash_cvar_delta,avg_hedge_vs_cash_mdd_delta,avg_hedge_vs_cash_stress_loss_delta,metric_worsened_counts,worst_metric,worst_metric_delta,worst_case_name
055550.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.001828,0.0025,0.009855,0.04403,0.000136,0.0,0.000136,0.001828,0.0025,0.009718,0.043408,0,0,1,-0.000637,-0.005837,0.010665,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.005837,2024 Middle East / Shipping Supply Shock
055550.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.00326,0.047265,0.047229,0.050022,0.000136,0.0,0.000136,0.00326,0.047265,0.047145,0.049932,1,0,0,-0.00085,0.003146,0.007134,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.00085,2022 Global Rate Shock
055550.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.001432,0.020777,0.021471,0.04924,0.000136,0.0,0.000136,0.001432,0.020777,0.021341,0.048937,1,0,0,-0.00236,0.003991,0.015503,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.00236,2024 AI Semiconductor Concentration / Pullback Risk
055550.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.002793,0.02911,0.029769,0.036395,0.000136,0.0,0.000136,0.002793,0.02911,0.029672,0.036275,0,0,1,-0.001052,-0.006315,0.000538,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.006315,Russia-Ukraine / War-Energy Shock
055550.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.002083,0.022368,0.010292,0.019126,0.000136,0.0,0.000136,0.002055,0.022368,0.010176,0.018909,0,0,1,-0.00164,-0.003543,-0.008189,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.008305,2022 KRW Weakness / USD Strength
105560.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.002344,0.006275,-0.008393,-0.057172,0.000136,0.0,0.000136,0.002344,0.006275,-0.008515,-0.057739,0,0,3,-0.002887,-0.020278,-0.017085,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=2; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.160032,2023 US Regional Bank / Credit Stress
105560.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.00213,0.013874,-0.057061,-0.023882,0.000136,0.0,0.000136,0.00213,0.013874,-0.057342,-0.024001,1,0,0,5e-05,0.003419,0.041317,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.057342,China Slowdown / Property Stress
105560.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002446,0.004121,0.016887,0.076308,0.000136,0.0,0.000136,0.002446,0.004121,0.01675,0.07567,0,0,1,-2e-05,-0.004215,0.017697,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.004215,2024 Middle East / Shipping Supply Shock
105560.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.00321,0.036874,0.037886,0.040083,0.000136,0.0,0.000136,0.00321,0.036874,0.037803,0.039994,0,0,1,-0.000901,-0.007245,-0.002209,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.007245,2022 Global Rate Shock
105560.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.001858,0.013192,0.018984,0.043449,0.000136,0.0,0.000136,0.001858,0.013192,0.018854,0.043148,0,0,1,-0.001934,-0.003593,0.013015,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.003593,2024 AI Semiconductor Concentration / Pullback Risk
105560.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.002671,0.022703,0.020152,0.024564,0.000136,0.0,0.000136,0.002671,0.022703,0.020056,0.024446,0,0,1,-0.001175,-0.012722,-0.009079,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.012722,Russia-Ukraine / War-Energy Shock
105560.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.002666,0.020255,0.012608,0.023488,0.000136,0.0,0.000136,0.002639,0.020255,0.012492,0.023269,0,0,1,-0.001057,-0.005656,-0.005873,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.005989,2022 KRW Weakness / USD Strength
132030.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.004467,0.024626,0.012625,-0.002796,0.000136,0.0,0.000136,0.004467,0.024626,0.012499,-0.003397,2,0,1,-0.000764,-0.001723,0.004359,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=2; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.086762,2023 US Regional Bank / Credit Stress
132030.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002412,0.014986,-0.074669,-0.03131,0.000136,0.0,0.000136,0.002412,0.014986,-0.074947,-0.031428,1,0,0,0.000332,0.004531,0.023709,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.074947,China Slowdown / Property Stress
132030.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002402,0.01384,0.009894,0.044206,0.000136,0.0,0.000136,0.002402,0.01384,0.009757,0.043585,1,0,0,-6.3e-05,0.005503,0.010704,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-6.3e-05,2024 Middle East / Shipping Supply Shock
132030.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.003554,0.034893,0.028652,0.03028,0.000136,0.0,0.000136,0.003554,0.034816,0.02857,0.030193,0,0,1,-0.000557,-0.009226,-0.011443,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.011525,2022 Global Rate Shock
132030.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.003807,0.019,0.014379,0.03279,0.000136,0.0,0.000136,0.003807,0.019,0.014251,0.032494,1,0,0,1.5e-05,0.002214,0.008411,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,1.5e-05,2024 AI Semiconductor Concentration / Pullback Risk
132030.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.003533,0.023925,0.019616,0.023906,0.000136,0.0,0.000136,0.003533,0.023925,0.01952,0.023788,0,0,1,-0.000313,-0.0115,-0.009615,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.0115,Russia-Ukraine / War-Energy Shock
132030.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.002854,0.019433,0.007306,0.013534,0.000136,0.0,0.000136,0.002826,0.019433,0.007191,0.01332,0,0,1,-0.000869,-0.006478,-0.011175,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.01129,2022 KRW Weakness / USD Strength
132030.KS + 017670.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.004295,0.023949,0.010271,-0.013148,0.000136,0.0,0.000136,0.004295,0.023949,0.010146,-0.013741,2,0,1,-0.000936,-0.00264,0.001934,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=2; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.090146,2023 US Regional Bank / Credit Stress
132030.KS + 017670.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002477,0.017237,-0.070383,-0.0295,0.000136,0.0,0.000136,0.002477,0.017237,-0.070662,-0.029617,1,0,0,0.000398,0.006781,0.027995,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.070662,China Slowdown / Property Stress
132030.KS + 017670.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002388,0.009726,0.00369,0.01632,0.000136,0.0,0.000136,0.002388,0.009726,0.003553,0.015713,1,0,0,-7.7e-05,0.001389,0.004499,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-7.7e-05,2024 Middle East / Shipping Supply Shock
132030.KS + 017670.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.003531,0.030114,0.025687,0.027137,0.000136,0.0,0.000136,0.003531,0.030037,0.025605,0.02705,0,0,1,-0.000579,-0.014005,-0.014408,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.01449,2022 Global Rate Shock
132030.KS + 017670.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.003399,0.018218,0.012456,0.02836,0.000136,0.0,0.000136,0.003399,0.018218,0.012327,0.028065,1,0,0,-0.000393,0.001433,0.006487,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.000393,2024 AI Semiconductor Concentration / Pullback Risk
132030.KS + 017670.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.003606,0.025383,0.021879,0.026683,0.000136,0.0,0.000136,0.003606,0.025383,0.021782,0.026565,0,0,1,-0.00024,-0.010041,-0.007352,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.010041,Russia-Ukraine / War-Energy Shock
132030.KS + 017670.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.003003,0.019883,0.009571,0.017773,0.000136,0.0,0.000136,0.002976,0.019883,0.009456,0.017557,0,0,1,-0.00072,-0.006028,-0.00891,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.009025,2022 KRW Weakness / USD Strength
153130.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.005109,0.026644,0.009437,-0.022153,0.000136,0.0,0.000136,0.005109,0.026644,0.009311,-0.022742,3,0,0,-0.000122,0.000294,0.001171,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.130216,2023 US Regional Bank / Credit Stress
153130.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002171,0.011191,-0.092599,-0.038903,0.000136,0.0,0.000136,0.002171,0.011191,-0.092875,-0.03902,1,0,0,9.1e-05,0.000736,0.005779,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.092875,China Slowdown / Property Stress
153130.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002502,0.008483,-7.8e-05,-0.000342,0.000136,0.0,0.000136,0.002502,0.008483,-0.000214,-0.000939,1,0,0,3.7e-05,0.000146,0.000732,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.000939,2024 Middle East / Shipping Supply Shock
153130.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.004134,0.044867,0.04088,0.043265,0.000136,0.0,0.000136,0.004134,0.044867,0.040796,0.043177,1,0,0,2.3e-05,0.000748,0.000785,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,2.3e-05,2022 Global Rate Shock
