candidate_label,expected_scenario_code,case_count,evaluated_count,improved_count,mixed_count,worsened_count,insufficient_history_count,worsened_rate,avg_cvar_delta,avg_mdd_delta,avg_stress_loss_delta,avg_return_drag,avg_implementation_cost,avg_recurring_rebalance_cost,avg_total_path_cost,avg_net_cvar_delta,avg_net_mdd_delta,avg_net_stress_loss_delta,avg_cost_adjusted_return_drag,cash_beats_count,cash_mixed_count,cash_lags_count,avg_hedge_vs_cash_cvar_delta,avg_hedge_vs_cash_mdd_delta,avg_hedge_vs_cash_stress_loss_delta,metric_worsened_counts,worst_metric,worst_metric_delta,worst_case_name
055550.KS,acute_global_stress_liquidity_crunch,3,3,2,0,1,0,0.3333,0.001511,0.003493,-0.012255,-0.058365,0.000128,0.0,0.000128,0.001511,0.003493,-0.012368,-0.058888,0,0,3,-0.003337,-0.021205,-0.020342,net_CVaR=0; net_MDD=1; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=3; cash_net_stress_loss=3; CVaR=0; MDD=1; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.14539,2023 US Regional Bank / Credit Stress
055550.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.001933,0.018419,-0.06438,-0.02723,0.000128,0.0,0.000128,0.001933,0.018419,-0.064636,-0.027338,1,0,0,-1.6e-05,0.008541,0.023684,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.064636,China Slowdown / Property Stress
055550.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.001685,0.002961,0.009396,0.041484,0.000128,0.0,0.000128,0.001685,0.002961,0.009269,0.040912,0,0,1,-0.00059,-0.004751,0.009861,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.004751,2024 Middle East / Shipping Supply Shock
055550.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.003108,0.043751,0.043645,0.046078,0.000128,0.0,0.000128,0.003108,0.043751,0.043567,0.045995,1,0,0,-0.000765,0.002826,0.006453,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.000765,2022 Global Rate Shock
055550.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.001321,0.019337,0.020157,0.045968,0.000128,0.0,0.000128,0.001321,0.019337,0.020036,0.045688,1,0,0,-0.002193,0.003703,0.014334,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.002193,2024 AI Semiconductor Concentration / Pullback Risk
055550.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.002583,0.026857,0.02739,0.03347,0.000128,0.0,0.000128,0.002583,0.026857,0.027299,0.033359,0,0,1,-0.000969,-0.005791,0.000543,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.005791,Russia-Ukraine / War-Energy Shock
055550.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.001931,0.020995,0.009702,0.01802,0.000128,0.0,0.000128,0.001906,0.020995,0.009594,0.017817,0,0,1,-0.001515,-0.003146,-0.007572,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.00768,2022 KRW Weakness / USD Strength
068270.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.000634,0.024945,0.07607,0.052502,0.000128,0.0,0.000128,0.000634,0.024945,0.075945,0.051935,2,0,1,-0.004214,0.000247,0.067983,net_CVaR=1; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=3; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=1; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.076157,2023 US Regional Bank / Credit Stress
068270.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.001887,0.013496,-0.073397,-0.031073,0.000128,0.0,0.000128,0.001887,0.013496,-0.073652,-0.031182,1,0,0,-6.2e-05,0.003619,0.014668,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.073652,China Slowdown / Property Stress
068270.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.001016,0.004052,-0.004105,-0.01773,0.000128,0.0,0.000128,0.001016,0.004052,-0.004231,-0.018271,0,0,1,-0.001258,-0.00366,-0.00364,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.018271,2024 Middle East / Shipping Supply Shock
068270.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.00161,0.029098,0.033173,0.034979,0.000128,0.0,0.000128,0.00161,0.029027,0.033096,0.034898,0,0,1,-0.002263,-0.011826,-0.004019,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.011897,2022 Global Rate Shock
068270.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.002317,0.014275,0.007929,0.017907,0.000128,0.0,0.000128,0.002317,0.014275,0.00781,0.017635,0,0,1,-0.001197,-0.001359,0.002106,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.001359,2024 AI Semiconductor Concentration / Pullback Risk
068270.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.002263,0.036732,0.048575,0.059747,0.000128,0.0,0.000128,0.002263,0.036732,0.048482,0.059631,1,0,0,-0.00129,0.004085,0.021728,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,-0.00129,Russia-Ukraine / War-Energy Shock
068270.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.00258,0.019308,0.032332,0.061509,0.000128,0.0,0.000128,0.002555,0.019308,0.032221,0.061291,0,0,1,-0.000866,-0.004834,0.015058,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.004834,2022 KRW Weakness / USD Strength
105560.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.001956,0.004611,-0.008854,-0.053739,0.000128,0.0,0.000128,0.001956,0.004611,-0.008968,-0.054264,0,0,3,-0.002892,-0.020087,-0.016941,net_CVaR=0; net_MDD=0; net_stress_loss=3; cost_adjusted_return_drag=3; cash_net_CVaR=3; cash_net_MDD=2; cash_net_stress_loss=3; CVaR=0; MDD=0; stress_loss=3; return_drag=3,cost_adjusted_return_drag,-0.146239,2023 US Regional Bank / Credit Stress
105560.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.001959,0.013308,-0.047098,-0.019883,0.000128,0.0,0.000128,0.001959,0.013308,-0.047356,-0.019993,1,0,0,1.1e-05,0.00343,0.040966,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.047356,China Slowdown / Property Stress
105560.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002256,0.003529,0.017082,0.076364,0.000128,0.0,0.000128,0.002256,0.003529,0.016954,0.075775,0,0,1,-1.8e-05,-0.004182,0.017547,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.004182,2024 Middle East / Shipping Supply Shock
105560.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.002986,0.034115,0.035332,0.037266,0.000128,0.0,0.000128,0.002986,0.034115,0.035255,0.037185,0,0,1,-0.000888,-0.006809,-0.001859,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.006809,2022 Global Rate Shock
105560.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.001587,0.012058,0.018728,0.042661,0.000128,0.0,0.000128,0.001587,0.012058,0.018607,0.042382,0,0,1,-0.001927,-0.003577,0.012905,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.003577,2024 AI Semiconductor Concentration / Pullback Risk
105560.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.002401,0.020409,0.018285,0.022281,0.000128,0.0,0.000128,0.002401,0.020409,0.018195,0.022171,0,0,1,-0.001152,-0.012238,-0.008562,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.012238,Russia-Ukraine / War-Energy Shock
105560.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.002399,0.018527,0.011451,0.021306,0.000128,0.0,0.000128,0.002373,0.018527,0.011342,0.021103,0,0,1,-0.001047,-0.005615,-0.005823,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.005932,2022 KRW Weakness / USD Strength
114800.KS,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.007095,0.037562,0.011137,-0.018428,0.000128,0.0,0.000128,0.007095,0.037562,0.011019,-0.018976,3,0,0,0.002247,0.013062,0.003461,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=1; cash_net_MDD=0; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.157727,2023 US Regional Bank / Credit Stress
114800.KS,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002527,0.014203,-0.079887,-0.033845,0.000128,0.0,0.000128,0.002527,0.014203,-0.080141,-0.033953,1,0,0,0.000578,0.004325,0.008178,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.080141,China Slowdown / Property Stress
114800.KS,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.003654,0.012687,0.000174,0.000757,0.000128,0.0,0.000128,0.003654,0.012687,4.7e-05,0.000205,1,0,0,0.001379,0.004975,0.000639,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,net_stress_loss,4.7e-05,2024 Middle East / Shipping Supply Shock
114800.KS,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.006563,0.069395,0.058954,0.062348,0.000128,0.0,0.000128,0.006563,0.069395,0.058874,0.062263,1,0,0,0.00269,0.028471,0.021763,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.00269,2022 Global Rate Shock
114800.KS,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.006312,0.030347,0.012579,0.028514,0.000128,0.0,0.000128,0.006312,0.030347,0.012459,0.02824,1,0,0,0.002797,0.014713,0.006756,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.002797,2024 AI Semiconductor Concentration / Pullback Risk
114800.KS,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.005577,0.051608,0.039553,0.048516,0.000128,0.0,0.000128,0.005577,0.051608,0.039461,0.048401,1,0,0,0.002024,0.018961,0.012706,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.002024,Russia-Ukraine / War-Energy Shock
114800.KS,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.005415,0.036638,0.026253,0.049624,0.000128,0.0,0.000128,0.005389,0.036638,0.026143,0.049411,1,0,0,0.001969,0.012496,0.008979,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.001943,2022 KRW Weakness / USD Strength
FXE,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.004569,0.023152,0.008093,-0.01838,0.000128,0.0,0.000128,0.004569,0.023152,0.007975,-0.018926,2,0,1,-0.00028,-0.001435,0.000871,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=2; cash_net_MDD=2; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.114,2023 US Regional Bank / Credit Stress
FXE,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002005,0.011138,-0.086608,-0.036719,0.000128,0.0,0.000128,0.002005,0.011138,-0.086861,-0.036827,1,0,0,5.7e-05,0.00126,0.001457,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.086861,China Slowdown / Property Stress
FXE,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.00241,0.00773,5.3e-05,0.000229,0.000128,0.0,0.000128,0.00241,0.00773,-7.4e-05,-0.000321,1,0,0,0.000136,1.8e-05,0.000517,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cost_adjusted_return_drag,-0.000321,2024 Middle East / Shipping Supply Shock
FXE,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.0035,0.032101,0.028954,0.030674,0.000128,0.0,0.000128,0.0035,0.032101,0.028877,0.030592,0,0,1,-0.000472,-0.00854,-0.00785,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.00854,2022 Global Rate Shock
FXE,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.003605,0.016515,0.008189,0.018498,0.000128,0.0,0.000128,0.003605,0.016515,0.00807,0.018227,1,0,0,9.1e-05,0.00088,0.002366,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,9.1e-05,2024 AI Semiconductor Concentration / Pullback Risk
FXE,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.003113,0.026123,0.019563,0.023848,0.000128,0.0,0.000128,0.003113,0.026123,0.019473,0.023738,0,0,1,-0.00044,-0.006524,-0.007284,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.007374,Russia-Ukraine / War-Energy Shock
FXE,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.003037,0.020898,0.013369,0.024926,0.000128,0.0,0.000128,0.003011,0.020898,0.01326,0.024721,0,0,1,-0.000409,-0.003244,-0.003906,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.004014,2022 KRW Weakness / USD Strength
FXF,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.004694,0.024265,0.009468,-0.014554,0.000128,0.0,0.000128,0.004694,0.024265,0.00935,-0.015102,2,0,1,-0.000154,-0.000322,0.002247,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=2; cash_net_MDD=2; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.106019,2023 US Regional Bank / Credit Stress
FXF,china_trade_fragmentation_shock,1,1,1,0,0,0,0.0,0.002095,0.012514,-0.085363,-0.036186,0.000128,0.0,0.000128,0.002095,0.012514,-0.085616,-0.036295,1,0,0,0.000146,0.002636,0.002702,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=1; return_drag=1,net_stress_loss,-0.085616,China Slowdown / Property Stress
FXF,geopolitical_escalation_supply_shock,1,1,1,0,0,0,0.0,0.002565,0.008071,-0.001334,-0.005787,0.000128,0.0,0.000128,0.002565,0.008071,-0.00146,-0.006335,1,0,0,0.000291,0.000359,-0.000869,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.006335,2024 Middle East / Shipping Supply Shock
FXF,higher_for_longer_long_rate_shock,1,1,1,0,0,0,0.0,0.003489,0.03692,0.033251,0.035244,0.000128,0.0,0.000128,0.003489,0.03692,0.033173,0.035161,0,0,1,-0.000484,-0.003722,-0.003553,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.003722,2022 Global Rate Shock
FXF,semiconductor_ai_cycle_shock,1,1,1,0,0,0,0.0,0.003935,0.019172,0.010474,0.023702,0.000128,0.0,0.000128,0.003935,0.019172,0.010354,0.023429,1,0,0,0.000421,0.003538,0.00465,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=0; cash_net_MDD=0; cash_net_stress_loss=0; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_CVaR,0.000421,2024 AI Semiconductor Concentration / Pullback Risk
FXF,stagflation_reinflation_energy_shock,1,1,1,0,0,0,0.0,0.003111,0.029852,0.023232,0.028353,0.000128,0.0,0.000128,0.003111,0.029852,0.023142,0.028243,0,0,1,-0.000441,-0.002795,-0.003615,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_stress_loss,-0.003705,Russia-Ukraine / War-Energy Shock
FXF,usd_strength_krw_weakness,1,1,1,0,0,0,0.0,0.003014,0.021752,0.016151,0.030203,0.000128,0.0,0.000128,0.002989,0.021752,0.016042,0.029996,0,0,1,-0.000432,-0.00239,-0.001123,net_CVaR=0; net_MDD=0; net_stress_loss=0; cost_adjusted_return_drag=0; cash_net_CVaR=1; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=0; return_drag=0,cash_net_MDD,-0.00239,2022 KRW Weakness / USD Strength
FXY,acute_global_stress_liquidity_crunch,3,3,3,0,0,0,0.0,0.005454,0.028861,0.012243,-0.018699,0.000128,0.0,0.000128,0.005454,0.028861,0.012126,-0.019242,2,0,1,0.000605,0.004274,0.004074,net_CVaR=0; net_MDD=0; net_stress_loss=1; cost_adjusted_return_drag=1; cash_net_CVaR=0; cash_net_MDD=1; cash_net_stress_loss=1; CVaR=0; MDD=0; stress_loss=1; return_drag=1,cost_adjusted_return_drag,-0.127762,2023 US Regional Bank / Credit Stress
