ticker,asset_class,region,calendar_type,rows,expected_rows_calendar,missing_rate,coverage_ratio,coverage_ratio_calendar,invalid_price_count,duplicate_count,outlier_count,fx_missing_count,calendar_status,price_integrity_status,fx_status,dq_blocking,dq_reason_codes,dq_status,status
CRM,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
CVX,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
DBA,commodity_etf,US,US_MARKET_TRADING_DAYS,4887,4889,0.0,0.999591,0.999591,0,0,0,3625,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
DBC,commodity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
DIA,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
DIS,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
EDV,bond_etf,US,US_MARKET_TRADING_DAYS,4620,4622,0.0,0.961498,0.999567,0,0,0,3358,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
EEM,equity_etf,GLOBAL,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
EFA,equity_etf,GLOBAL,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
ETH-USD,crypto,GLOBAL,US_MARKET_TRADING_DAYS,3134,2156,0.0,1.0,1.453618,0,0,0,1299,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
EWJ,equity_etf,JP,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
EWY,equity_etf,KR,KRX_TRADING_DAYS,4889,4960,0.0,1.0,0.985685,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
FXE,fx_etf,EU,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
FXF,fx_etf,CH,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
FXI,equity_etf,CN,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
FXY,fx_etf,JP,US_MARKET_TRADING_DAYS,4861,4863,0.0,0.994273,0.999589,0,0,0,3599,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
GLD,gold_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
GOOGL,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
GOVT,bond_etf,US,US_MARKET_TRADING_DAYS,3593,3596,0.0,0.747763,0.999166,0,0,0,2331,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
GS,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
GSG,commodity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
HD,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
HYG,bond_etf,US,US_MARKET_TRADING_DAYS,4822,4824,0.0,1.003538,0.999585,0,0,0,3560,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IAU,gold_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
ICLN,equity_etf,GLOBAL,US_MARKET_TRADING_DAYS,4517,4519,0.0,0.923911,0.999557,0,0,0,3255,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IEF,bond_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.017482,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
INDA,equity_etf,IN,US_MARKET_TRADING_DAYS,3607,3610,0.0,0.737779,0.999169,0,0,0,2345,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
INTC,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
ITA,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IWD,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IWF,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IWM,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
IYR,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
JNJ,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
JPM,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
KO,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
KRE,equity_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
LLY,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
LQD,bond_etf,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.017482,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
LRCX,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
MA,us_stock,US,US_MARKET_TRADING_DAYS,4889,4891,0.0,1.0,0.999591,0,0,0,3627,PASS,PASS,FAIL,True,fx_missing_fail,FAIL,FAIL
