candidate_ticker,candidate_bucket,risk_bucket_match,input_aware_score,status,message,hedge_weight_pct,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,allocation_method,allocation_weights,allocation_objective_reason,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,base_downside_beta_sp500_krw,proposed_downside_beta_sp500_krw,base_corr_kospi200_krw,proposed_corr_kospi200_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,annual_return_improve,annual_return_improve_pct,downside_beta_improve,kospi_corr_improve,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,score_component_scenario,score_component_concentration,recommendation_status,gate_fail_reasons,reference_reason,dq_warning_reasons,dq_blocking_reasons,dq_penalty,concentration_warning,recommendation_confidence_score,base_scenario_vulnerability,proposed_scenario_vulnerability,base_gate_vulnerability,proposed_gate_vulnerability,scenario_vulnerability_delta,gate_vulnerability_delta,scenario_score_component,scenario_vulnerability_reduction,adverse_scenario_penalty,factor_concentration_penalty,direct_vulnerability_match_score,portfolio_vulnerability_tags,candidate_vulnerability_tags,generic_safe_asset_flag,cash_like_flag,benchmark_role_default,max_grade_without_direct_match,recommended_role,candidate_role,candidate_role_reason_ko,scenario_reason_ko,final_score,recommendation_reason,weights_snapshot
017670.KS,kr_stock,metadata_direct_match,0.691811,PASS,PASS,9.296263,9.296263,230332.0,217800.0,12532.0,"{""017670.KS"": 2}",1,exact_single_asset,"{""017670.KS"": 9.29626252427244}",single candidate allocation,0.241037,0.22544,-0.46851,-0.44848,-0.03285,-0.030764,0.281841,0.270799,1.044824,1.068132,-0.004145,-0.003965,0.140141,0.144403,0.38676,0.353833,0.43176,0.397982,0.870224,0.868629,6.471077,4.275216,6.350029,0.000179,-0.004262,0.032927,0.032927,0.023308,2.230826,-0.011042,-3.917899,0.033777,0.001594,116274081861.45076,0.15675,0.353673,0.845386,0.629251,0.202281,0.021927,0.520982,0.0,REFERENCE_ONLY,,017670.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 017670.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.511569,0.587345,0.580781,-0.020982,-0.006564,0.520982,0.020982,0.0,0.01795,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,defensive_equity|korea_domestic_credit|korea_equity|recession_liquidity_stress|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,017670.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.671586,"핵심 취약점 직접 완화, Stress 방어, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""017670.KS"": 8.0428, ""__CASH__"": 0.4628}"
207940.KS,kr_stock,metadata_direct_match,0.689273,FAIL,FAIL: 예산 부족 - 207940.KS 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""207940.KS"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - 207940.KS 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
055550.KS,kr_stock,metadata_direct_match,0.688604,PASS,PASS,9.296263,9.296263,230332.0,200200.0,30132.0,"{""055550.KS"": 2}",1,exact_single_asset,"{""055550.KS"": 9.29626252427244}",single candidate allocation,0.241037,0.229454,-0.46851,-0.457312,-0.03285,-0.031389,0.281841,0.267828,1.044824,1.036495,-0.004145,-0.004132,0.140141,0.127015,0.38676,0.353212,0.43176,0.400259,0.870224,0.876646,4.805642,2.390079,4.446778,1.2e-05,0.013125,0.033549,0.033549,-0.008329,-0.797169,-0.014014,-4.9722,0.031501,-0.006422,128405150654.80463,0.046142,0.183364,0.75345,0.635148,0.122515,0.024253,0.507647,0.36208,REFERENCE_ONLY,,055550.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 055550.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.524903,0.587345,0.584092,-0.007647,-0.003253,0.507647,0.007647,0.0,0.01145,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,credit_cycle|korea_domestic_credit|korea_financial|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,055550.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.64007,"핵심 취약점 직접 완화, Downside beta reduction, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""055550.KS"": 7.3929, ""__CASH__"": 1.1127}"
011200.KS,kr_stock,metadata_direct_match,0.688117,PASS,PASS,9.296263,9.296263,230332.0,215820.0,14512.0,"{""011200.KS"": 11}",1,exact_single_asset,"{""011200.KS"": 9.29626252427244}",single candidate allocation,0.241037,0.232155,-0.46851,-0.444752,-0.03285,-0.03165,0.281841,0.259347,1.044824,0.987902,-0.004145,-0.003802,0.140141,0.126911,0.38676,0.350127,0.43176,0.387349,0.870224,0.8763,3.684952,5.070828,3.652813,0.000343,0.013229,0.036633,0.036633,-0.056922,-5.447962,-0.022495,-7.981395,0.044411,-0.006076,31112268062.333332,0.0,0.425551,0.935517,0.664414,0.0,0.005595,0.520889,0.040734,REFERENCE_ONLY,,Sharpe soft warning; annual return drag soft warning; 011200.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 011200.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.511662,0.587345,0.580118,-0.020889,-0.007227,0.520889,0.020889,0.0,0.017219,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_trade|inflation_energy_shock|korea_domestic_credit|shipping|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,011200.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.675606,"핵심 취약점 직접 완화, Stress 방어, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""011200.KS"": 7.9697, ""__CASH__"": 0.5359}"
005490.KS,kr_stock,metadata_direct_match,0.685951,FAIL,FAIL: 예산 부족 - 005490.KS 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""005490.KS"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - 005490.KS 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
114800.KS,kr_etf,metadata_direct_match,0.684499,PASS,PASS,9.296263,9.296263,230332.0,229604.0,728.0,"{""114800.KS"": 244}",1,exact_single_asset,"{""114800.KS"": 9.29626252427244}",single candidate allocation,0.241037,0.195791,-0.46851,-0.419676,-0.03285,-0.025998,0.281841,0.264439,1.044824,1.197399,-0.004145,-0.003716,0.140141,0.161185,0.38676,0.374129,0.43176,0.45658,0.870224,0.838633,18.771679,10.423214,20.859908,0.000429,-0.021045,0.012631,0.012631,0.152575,14.602982,-0.017402,-6.17441,-0.02482,0.031591,593222364572.8167,1.0,0.9091,0.983056,0.436658,0.528199,0.11339,0.510739,1.0,REFERENCE_ONLY,,annual return drag soft warning; 114800.KS: 리서치 전용 후보,DQ WARN non-blocking - 114800.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.521812,0.587345,0.576614,-0.010739,-0.010731,0.510739,0.010739,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,inverse_korea|korea_beta_offset|korea_domestic_credit|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,research_only,114800.KS: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.845645,"핵심 취약점 직접 완화, CVaR 개선, factor 집중 완화 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""114800.KS"": 8.4787, ""__CASH__"": 0.0269}"
105560.KS,kr_stock,metadata_direct_match,0.683278,PASS,PASS,9.296263,9.296263,230332.0,164200.0,66132.0,"{""105560.KS"": 1}",1,exact_single_asset,"{""105560.KS"": 9.29626252427244}",single candidate allocation,0.241037,0.227652,-0.46851,-0.466821,-0.03285,-0.03105,0.281841,0.265779,1.044824,1.035696,-0.004145,-0.004145,0.140141,0.130965,0.38676,0.354152,0.43176,0.401635,0.870224,0.874395,5.553039,0.36043,5.479462,-1e-06,0.009175,0.032609,0.032609,-0.009128,-0.873614,-0.016063,-5.699233,0.030125,-0.004171,184587524517.78204,0.106157,0.0,0.746416,0.626229,0.120501,0.035027,0.504947,1.0,REFERENCE_ONLY,,annual return drag soft warning; 105560.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,DQ WARN non-blocking - 105560.KS: calendar_coverage_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.527604,0.587345,0.586239,-0.004947,-0.001106,0.504947,0.004947,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,credit_cycle|korea_domestic_credit|korea_financial|rate_shock_growth_duration|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,105560.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.650109,"핵심 취약점 직접 완화, factor 집중 완화, Downside beta reduction / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""105560.KS"": 6.0635, ""__CASH__"": 2.4421}"
032830.KS,kr_stock,metadata_direct_match,0.681482,FAIL,FAIL: 예산 부족 - 032830.KS 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""032830.KS"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - 032830.KS 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
SH,inverse_etf,metadata_direct_match,0.64447,PASS,PASS,9.296263,9.296263,230332.0,201117.660164,29214.339836,"{""SH"": 4}",1,exact_single_asset,"{""SH"": 9.29626252427244}",single candidate allocation,0.241037,0.214763,-0.46851,-0.420652,-0.03285,-0.028989,0.281841,0.253537,1.044824,1.040852,-0.004145,-0.003685,0.140141,0.134585,0.38676,0.315687,0.43176,0.350573,0.870224,0.868275,10.900424,10.214791,11.75517,0.00046,0.005556,0.071073,0.071073,-0.003972,-0.380201,-0.028305,-10.042851,0.081187,0.001948,605942164175.5148,0.470873,0.89027,1.0,0.991219,0.133499,0.115829,0.525994,1.0,REFERENCE_ONLY,,annual return drag soft warning; SH: 리서치 전용 후보,DQ WARN non-blocking - SH: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.506557,0.587345,0.550399,-0.025994,-0.036946,0.525994,0.025994,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,inverse_equity|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle|tail_hedge,N,N,N,C,scenario_vulnerability_reducer,research_only,SH: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.796452,"핵심 취약점 직접 완화, Stress 방어, factor 집중 완화 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""SH"": 7.4268, ""__CASH__"": 1.0788}"
PSQ,inverse_etf,metadata_direct_match,0.642633,PASS,PASS,9.296263,9.296263,230332.0,193023.371106,37308.628894,"{""PSQ"": 5}",1,exact_single_asset,"{""PSQ"": 9.29626252427244}",single candidate allocation,0.241037,0.213726,-0.46851,-0.414962,-0.03285,-0.028899,0.281841,0.24936,1.044824,1.02636,-0.004145,-0.003702,0.140141,0.130421,0.38676,0.314762,0.43176,0.352768,0.870224,0.868418,11.330775,11.429382,12.029209,0.000442,0.009719,0.071998,0.071998,-0.018464,-1.767215,-0.032482,-11.524878,0.078991,0.001806,414894808396.4836,0.486799,1.0,0.990454,1.0,0.096961,0.079192,0.524964,1.0,REFERENCE_ONLY,,annual return drag soft warning; PSQ: 리서치 전용 후보,DQ WARN non-blocking - PSQ: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.507587,0.587345,0.551887,-0.024964,-0.035457,0.524964,0.024964,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,growth_beta_offset|inverse_nasdaq|rate_shock_growth_duration|recession_liquidity_stress|semiconductor_ai_cycle,N,N,N,C,scenario_vulnerability_reducer,research_only,PSQ: 리서치 전용 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.800494,"핵심 취약점 직접 완화, MDD 개선, 노출(beta/corr) 감소 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""PSQ"": 7.1279, ""__CASH__"": 1.3777}"
BTC-USD,crypto,metadata_direct_match,0.628207,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,9.296263,9.296263,230332.0,,,,1,exact_single_asset,"{""BTC-USD"": 9.29626252427244}",single candidate allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_GATE,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 0.00% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 0.00% (기준 20.0% 초과),1.0,,,,,,,,,,,,,,,,,,,,,,0.2,"DQ confidence, 핵심 취약점 직접 완화",{}
EWJ,equity_etf,metadata_direct_match,0.627896,FAIL,FAIL: beta/corr 감소 미달,9.296263,9.296263,230332.0,144029.248685,86302.751315,"{""EWJ"": 1}",1,exact_single_asset,"{""EWJ"": 9.29626252427244}",single candidate allocation,0.241037,0.22418,-0.46851,-0.445081,-0.03285,-0.03067,0.281841,0.26317,1.044824,1.040103,-0.004145,-0.00384,0.140141,0.16459,0.38676,0.397064,0.43176,0.438009,0.870224,0.867659,6.993687,5.000688,6.637357,0.000305,-0.02445,-0.010304,-0.010304,-0.004721,-0.451864,-0.018671,-6.624787,-0.006249,0.002565,963459347433.1796,0.173448,0.419214,0.914532,0.219029,0.131612,0.184389,0.520772,1.0,FAIL_GATE,beta/corr 감소 미달,annual return drag soft warning,DQ WARN non-blocking - EWJ: fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.511779,0.587345,0.557138,-0.020772,-0.030207,0.520772,0.020772,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|japan_equity|usdkrw_fx_korea|yen_proxy,N,N,N,C,scenario_vulnerability_reducer,conditional_candidate,EWJ: 취약점 보완 근거가 있을 때만 검토 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.726287,"핵심 취약점 직접 완화, factor 집중 완화, Stress 방어 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""EWJ"": 5.3186, ""__CASH__"": 3.1869}"
INDA,equity_etf,metadata_direct_match,0.623786,FAIL,FAIL: Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,9.296263,9.296263,230332.0,220427.64654,9904.35346,"{""INDA"": 3}",1,exact_single_asset,"{""INDA"": 9.29626252427244}",single candidate allocation,0.241037,0.213426,-0.46851,-0.439856,-0.03285,-0.028604,0.281841,0.303311,1.044824,1.280589,-0.004145,-0.0055,0.140141,0.173526,0.38676,0.460363,0.43176,0.559423,0.870224,0.864281,11.455078,6.115967,12.926476,-0.001356,-0.033386,-0.073603,-0.033386,0.235765,22.565079,0.02147,7.617712,-0.127663,0.005943,566594693757.6759,0.538944,0.519971,0.0,0.0,0.737944,0.108284,0.529979,1.0,FAIL_GATE,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),1.0,0.532551,0.502572,0.587345,0.543302,-0.029979,-0.044043,0.529979,0.029979,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_beta|india_equity|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,conditional_candidate,INDA: 취약점 보완 근거가 있을 때만 검토 후보,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.637097,"핵심 취약점 직접 완화, factor 집중 완화, DQ confidence / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""INDA"": 8.1398, ""__CASH__"": 0.3657}"
VXUS,equity_etf,metadata_direct_match,0.582467,FAIL,FAIL: Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,9.296263,9.296263,230332.0,131971.986206,98360.013794,"{""VXUS"": 1}",1,exact_single_asset,"{""VXUS"": 9.29626252427244}",single candidate allocation,0.241037,0.212609,-0.46851,-0.443984,-0.03285,-0.028441,0.281841,0.284581,1.044824,1.197419,-0.004145,-0.004593,0.140141,0.163063,0.38676,0.431218,0.43176,0.532475,0.870224,0.867096,11.794324,5.234817,13.421151,-0.000449,-0.022922,-0.044458,-0.022922,0.152595,14.604849,0.00274,0.972174,-0.100716,0.003128,804299938468.1437,0.567692,0.440366,0.499657,0.099292,0.528248,0.153868,0.518301,1.0,FAIL_GATE,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트,,,,0.0,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),1.0,0.532551,0.51425,0.587345,0.559917,-0.018301,-0.027428,0.518301,0.018301,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,geopolitical_supply_chain|global_equity|usd_exposure|usdkrw_fx_korea,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,VXUS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.722784,"핵심 취약점 직접 완화, factor 집중 완화, DQ confidence / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""VXUS"": 4.8734, ""__CASH__"": 3.6322}"
NFLX,us_stock,,0.574661,FAIL,FAIL: beta/corr 감소 미달,9.296263,9.296263,230332.0,124795.766641,105536.233359,"{""NFLX"": 1}",1,exact_single_asset,"{""NFLX"": 9.29626252427244}",single candidate allocation,0.241037,0.225527,-0.46851,-0.460075,-0.03285,-0.030765,0.281841,0.278475,1.044824,1.101752,-0.004145,-0.003717,0.140141,0.148192,0.38676,0.399059,0.43176,0.438498,0.870224,0.866663,6.434762,1.800253,6.348718,0.000427,-0.008051,-0.012298,-0.008051,0.056928,5.448613,-0.003367,-1.194466,-0.006738,0.003561,5216576911619.432,0.156674,0.130078,0.982104,0.240401,0.287047,1.0,0.51447,1.0,FAIL_GATE,beta/corr 감소 미달,,DQ WARN non-blocking - NFLX: extreme_return_outlier_warn|fx_missing_warn,,0.1,집중위험 완화 중 - 005930.KS 39.84% -> 36.45% (기준 20.0% 초과); 집중위험 완화 중 - 035420.KS 20.62% -> 18.87% (기준 20.0% 초과); 집중위험 완화 중 - NVDA 26.54% -> 24.29% (기준 20.0% 초과),0.9,0.532551,0.51808,0.587345,0.560247,-0.01447,-0.027097,0.51447,0.01447,0.0,0.0,1.0,growth_beta|korea_domestic_credit|korea_equity|krw_exposure|usdkrw_fx_korea|semiconductor_ai_cycle,consumer_cycle|growth_beta|rate_shock_growth_duration|recession_liquidity_stress|usd_exposure,N,N,N,C,scenario_vulnerability_reducer,diagnostic_only,NFLX: 장세 해석용 자산으로 기본 헤지 후보에서 제외,"달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.",0.751828,"핵심 취약점 직접 완화, 유동성 양호, factor 집중 완화 / 달러강세/원화약세장, 중국·무역분절 충격장, 장기금리 부담장 기준 취약도를 낮추는 후보입니다.","{""NVDA"": 24.2866, ""005930.KS"": 36.4473, ""035420.KS"": 18.8699, ""035720.KS"": 11.8906, ""NFLX"": 4.6084, ""__CASH__"": 3.8972}"
