candidate_source,candidate_name,recommendation_status,backtest_gate_status,formal_gate_blockers,formal_gate_blocker_count,target_evaluated_count,target_improved_count,target_worsened_count,target_insufficient_history_count,target_lags_cash_count,target_bootstrap_robust_count,target_bootstrap_count,target_bootstrap_min_p_improve,target_bootstrap_avg_p_improve,target_cash_bootstrap_robust_count,target_cash_bootstrap_count,target_cash_bootstrap_min_p_improve,target_cash_bootstrap_avg_p_improve,target_avg_cash_net_stress_delta,target_min_cash_net_stress_delta,target_avg_cash_net_mdd_delta,target_min_cash_net_mdd_delta,target_avg_cash_net_cvar_delta,target_min_cash_net_cvar_delta,target_max_turnover,combo_min_adv_60,liquidity_order_notional_krw,liquidity_adv_usage_pct,liquidity_capacity_status,formal_readiness_score,backtest_reason,reference_reason,gate_fail_reasons
one_to_one,VXUS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|return_drag_reference,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,804299938461.0131,,,OK_ADV_FLOOR_NO_ORDER_SIZE,30.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달; downside beta 증가 하드 게이트
one_to_one,XLP,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|return_drag_reference,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1684081186663.8516,,,OK_ADV_FLOOR_NO_ORDER_SIZE,30.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달
one_to_one,XLU,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|return_drag_reference,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1520237138086.3286,,,OK_ADV_FLOOR_NO_ORDER_SIZE,30.0,candidate was not eligible for the bounded scenario backtest run,annual return drag soft warning,beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,132030.KS + SPLV,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|reference_only,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,132030.KS: 범용 방어 benchmark입니다 | SPLV: 핵심 취약점 직접 완화 후보,
multi,FXF + 132030.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|reference_only,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,FXF: 핵심 취약점 직접 완화 후보 | 132030.KS: 범용 방어 benchmark입니다,
one_to_one,132030.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|reference_only,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,132030.KS: 범용 방어 benchmark입니다,
multi,132030.KS + SPLV,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning; 132030.KS: 범용 방어 benchmark입니다 | SPLV: 핵심 취약점 직접 완화 후보,
multi,BTAL + 132030.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning; BTAL: 핵심 취약점 직접 완화 후보 | 132030.KS: 범용 방어 benchmark입니다,
multi,BTAL + FXF,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning,
multi,FXF + 132030.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning; FXF: 핵심 취약점 직접 완화 후보 | 132030.KS: 범용 방어 benchmark입니다,
multi,FXF + 153130.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning; FXF: 핵심 취약점 직접 완화 후보 | 153130.KS: 범용 방어 benchmark입니다,
one_to_one,011200.KS,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,31112268062.333332,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,Sharpe soft warning; annual return drag soft warning; 011200.KS: 장세 해석용 자산으로 기본 헤지 후보에서 제외,
one_to_one,FXF,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning,
one_to_one,FXF,REFERENCE_ONLY,VALIDATION_INSUFFICIENT,validation_insufficient|liquidity_below_formal|return_drag_reference|reference_only,4,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,20.0,target-scenario historical validation has insufficient history; 검증 부족,annual return drag soft warning,
multi,132030.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,153130.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,261240.KS + BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,261240.KS + FXE,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
multi,261240.KS + FXF,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
multi,261240.KS + FXY,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
multi,261240.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,261240.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,beta/corr 감소 미달
multi,261240.KS + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,beta/corr 감소 미달
multi,BTAL + 132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + 132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,연환산 수익률 훼손 하드 게이트
multi,BTAL + FXE,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,17558403987.19082,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + FXE,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,17558403987.19082,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + FXF,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,BTAL + FXF,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,FXE + 132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXE + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXE + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,연환산 수익률 훼손 하드 게이트
multi,FXE + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,36392128387.92442,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXF + 132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXF + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXF + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,12866218139.350985,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
multi,FXY + 132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
multi,FXY + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
multi,FXY + 153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,연환산 수익률 훼손 하드 게이트
multi,FXY + BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,16328772448.012259,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
multi,FXY + BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,16328772448.012259,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,연환산 수익률 훼손 하드 게이트
multi,FXY + SPLV,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,16328772448.012259,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달; downside beta 증가 하드 게이트
one_to_one,005490.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 005490.KS=30.0000%
one_to_one,011200.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,31112268062.333332,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Sharpe 악화 하드 게이트; 연환산 수익률 훼손 하드 게이트
one_to_one,011200.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 011200.KS=30.0000%
one_to_one,017670.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 017670.KS=30.0000%
one_to_one,032830.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 032830.KS=30.0000%
one_to_one,055550.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 055550.KS=30.0000%
one_to_one,068270.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 068270.KS=30.0000%
one_to_one,105560.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 105560.KS=30.0000%
one_to_one,114800.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 114800.KS=30.0000%
one_to_one,132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,5987808271.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
one_to_one,132030.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 132030.KS=30.0000%
one_to_one,153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,4021733917.271337,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
one_to_one,153130.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 153130.KS=30.0000%
one_to_one,207940.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,81610677483.33333,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
one_to_one,207940.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,81610677483.33333,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
one_to_one,207940.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 207940.KS=30.0000%
one_to_one,261240.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,1934901095.5,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달; beta/corr 감소 미달
one_to_one,261240.KS,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - 261240.KS=30.0000%
one_to_one,AAPL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - AAPL=30.0000%
one_to_one,AMZN,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - AMZN=30.0000%
one_to_one,BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,17558403987.19082,,,BELOW_FORMAL_ADV_FLOOR_NO_ORDER_SIZE,10.0,candidate was not eligible for the bounded scenario backtest run,,Stress 개선 미달
one_to_one,BTAL,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - BTAL=30.0000%
one_to_one,BTC-USD,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - BTC-USD=30.0000%
one_to_one,EFA,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - EFA=30.0000%
one_to_one,EWJ,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - EWJ=30.0000%
one_to_one,FXE,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - FXE=30.0000%
one_to_one,FXF,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - FXF=30.0000%
one_to_one,FXI,FAIL_GATE,VALIDATION_NOT_ELIGIBLE,fail_gate|validation_not_eligible|liquidity_below_formal,3,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,MISSING_ADV,10.0,candidate was not eligible for the bounded scenario backtest run,,FAIL: 단일 자산 최대 20.0% 초과 - FXI=30.0000%
