date,scenario_code,structured_confidence,structured_coverage,event_overlay_confidence,event_count,overlay_applied,final_confidence,merge_engine_version
2021-09-27,higher_for_longer_long_rate_shock,78.548426,1.0,,0,N,78.548426,phase6_final_market_state_v1
2021-09-27,korea_domestic_financial_stress,39.741938,0.65,,0,N,39.741938,phase6_final_market_state_v1
2021-09-27,semiconductor_ai_cycle_shock,70.934883,1.0,,0,N,70.934883,phase6_final_market_state_v1
2021-09-27,slowdown_recession_deflation_risk,19.384363,0.25,,0,N,19.384363,phase6_final_market_state_v1
2021-09-27,soft_landing_goldilocks,73.040319,0.869565,,0,N,73.040319,phase6_final_market_state_v1
2021-09-27,stagflation_reinflation_energy_shock,94.204481,1.0,,0,N,94.204481,phase6_final_market_state_v1
2021-09-27,usd_strength_krw_weakness,58.367887,0.956522,,0,N,58.367887,phase6_final_market_state_v1
2021-09-28,acute_global_stress_liquidity_crunch,78.51062,0.916667,,0,N,78.51062,phase6_final_market_state_v1
2021-09-28,china_trade_fragmentation_shock,60.722651,0.916667,,0,N,60.722651,phase6_final_market_state_v1
2021-09-28,geopolitical_escalation_supply_shock,77.523999,0.95,,0,N,77.523999,phase6_final_market_state_v1
2021-09-28,higher_for_longer_long_rate_shock,90.992408,1.0,,0,N,90.992408,phase6_final_market_state_v1
2021-09-28,korea_domestic_financial_stress,44.534321,0.65,,0,N,44.534321,phase6_final_market_state_v1
2021-09-28,semiconductor_ai_cycle_shock,81.426454,1.0,,0,N,81.426454,phase6_final_market_state_v1
2021-09-28,slowdown_recession_deflation_risk,18.729673,0.25,,0,N,18.729673,phase6_final_market_state_v1
2021-09-28,soft_landing_goldilocks,78.957941,0.869565,,0,N,78.957941,phase6_final_market_state_v1
2021-09-28,stagflation_reinflation_energy_shock,89.349712,1.0,,0,N,89.349712,phase6_final_market_state_v1
2021-09-28,usd_strength_krw_weakness,70.853202,0.956522,,0,N,70.853202,phase6_final_market_state_v1
2021-09-29,acute_global_stress_liquidity_crunch,82.860559,0.916667,,0,N,82.860559,phase6_final_market_state_v1
2021-09-29,china_trade_fragmentation_shock,70.321663,0.916667,,0,N,70.321663,phase6_final_market_state_v1
2021-09-29,geopolitical_escalation_supply_shock,77.979739,0.95,,0,N,77.979739,phase6_final_market_state_v1
2021-09-29,higher_for_longer_long_rate_shock,93.829534,1.0,,0,N,93.829534,phase6_final_market_state_v1
2021-09-29,korea_domestic_financial_stress,39.948294,0.65,,0,N,39.948294,phase6_final_market_state_v1
2021-09-29,semiconductor_ai_cycle_shock,81.12904,1.0,,0,N,81.12904,phase6_final_market_state_v1
2021-09-29,slowdown_recession_deflation_risk,19.797149,0.25,,0,N,19.797149,phase6_final_market_state_v1
2021-09-29,soft_landing_goldilocks,83.248653,0.869565,,0,N,83.248653,phase6_final_market_state_v1
2021-09-29,stagflation_reinflation_energy_shock,90.570304,1.0,,0,N,90.570304,phase6_final_market_state_v1
2021-09-29,usd_strength_krw_weakness,73.344749,0.956522,,0,N,73.344749,phase6_final_market_state_v1
2021-09-30,acute_global_stress_liquidity_crunch,87.355057,0.916667,,0,N,87.355057,phase6_final_market_state_v1
2021-09-30,china_trade_fragmentation_shock,69.815505,0.916667,,0,N,69.815505,phase6_final_market_state_v1
2021-09-30,geopolitical_escalation_supply_shock,75.731399,0.95,,0,N,75.731399,phase6_final_market_state_v1
2021-09-30,higher_for_longer_long_rate_shock,92.613717,1.0,,0,N,92.613717,phase6_final_market_state_v1
2021-09-30,korea_domestic_financial_stress,46.270812,0.65,,0,N,46.270812,phase6_final_market_state_v1
2021-09-30,semiconductor_ai_cycle_shock,78.247905,1.0,,0,N,78.247905,phase6_final_market_state_v1
2021-09-30,slowdown_recession_deflation_risk,17.891626,0.25,,0,N,17.891626,phase6_final_market_state_v1
2021-09-30,soft_landing_goldilocks,80.707255,0.869565,,0,N,80.707255,phase6_final_market_state_v1
2021-09-30,stagflation_reinflation_energy_shock,93.591403,1.0,,0,N,93.591403,phase6_final_market_state_v1
2021-09-30,usd_strength_krw_weakness,69.641446,0.956522,,0,N,69.641446,phase6_final_market_state_v1
2021-10-01,acute_global_stress_liquidity_crunch,75.225768,0.916667,,0,N,75.225768,phase6_final_market_state_v1
2021-10-01,china_trade_fragmentation_shock,62.112104,0.791667,,0,N,62.112104,phase6_final_market_state_v1
2021-10-01,geopolitical_escalation_supply_shock,67.46284,0.85,,0,N,67.46284,phase6_final_market_state_v1
2021-10-01,higher_for_longer_long_rate_shock,80.656076,0.88,,0,N,80.656076,phase6_final_market_state_v1
2021-10-01,korea_domestic_financial_stress,42.014734,0.55,,0,N,42.014734,phase6_final_market_state_v1
2021-10-01,semiconductor_ai_cycle_shock,69.180504,0.9,,0,N,69.180504,phase6_final_market_state_v1
2021-10-01,slowdown_recession_deflation_risk,16.58673,0.25,,0,N,16.58673,phase6_final_market_state_v1
2021-10-01,soft_landing_goldilocks,70.421859,0.73913,,0,N,70.421859,phase6_final_market_state_v1
2021-10-01,stagflation_reinflation_energy_shock,89.656486,1.0,,0,N,89.656486,phase6_final_market_state_v1
2021-10-01,usd_strength_krw_weakness,33.592732,0.478261,,0,N,33.592732,phase6_final_market_state_v1
2021-10-03,china_trade_fragmentation_shock,8.874946,0.125,,0,N,8.874946,phase6_final_market_state_v1
2021-10-03,geopolitical_escalation_supply_shock,7.099957,0.1,,0,N,7.099957,phase6_final_market_state_v1
2021-10-03,higher_for_longer_long_rate_shock,8.519948,0.12,,0,N,8.519948,phase6_final_market_state_v1
2021-10-03,korea_domestic_financial_stress,7.099957,0.1,,0,N,7.099957,phase6_final_market_state_v1
2021-10-03,semiconductor_ai_cycle_shock,7.099957,0.1,,0,N,7.099957,phase6_final_market_state_v1
2021-10-03,soft_landing_goldilocks,9.260813,0.130435,,0,N,9.260813,phase6_final_market_state_v1
2021-10-03,usd_strength_krw_weakness,37.281206,0.478261,,0,N,37.281206,phase6_final_market_state_v1
2021-10-04,acute_global_stress_liquidity_crunch,82.332099,0.916667,,0,N,82.332099,phase6_final_market_state_v1
2021-10-04,china_trade_fragmentation_shock,68.27657,0.833333,,0,N,68.27657,phase6_final_market_state_v1
2021-10-04,geopolitical_escalation_supply_shock,79.111408,0.95,,0,N,79.111408,phase6_final_market_state_v1
2021-10-04,higher_for_longer_long_rate_shock,87.202231,1.0,,0,N,87.202231,phase6_final_market_state_v1
2021-10-04,korea_domestic_financial_stress,12.156279,0.2,,0,N,12.156279,phase6_final_market_state_v1
2021-10-04,semiconductor_ai_cycle_shock,67.699697,0.75,,0,N,67.699697,phase6_final_market_state_v1
2021-10-04,slowdown_recession_deflation_risk,19.260967,0.25,,0,N,19.260967,phase6_final_market_state_v1
2021-10-04,soft_landing_goldilocks,79.047681,0.869565,,0,N,79.047681,phase6_final_market_state_v1
2021-10-04,stagflation_reinflation_energy_shock,92.134464,1.0,,0,N,92.134464,phase6_final_market_state_v1
2021-10-04,usd_strength_krw_weakness,65.226816,0.869565,,0,N,65.226816,phase6_final_market_state_v1
2021-10-05,acute_global_stress_liquidity_crunch,58.006463,0.916667,,0,N,58.006463,phase6_final_market_state_v1
2021-10-05,china_trade_fragmentation_shock,75.878608,0.916667,,0,N,75.878608,phase6_final_market_state_v1
2021-10-05,geopolitical_escalation_supply_shock,77.261215,0.95,,0,N,77.261215,phase6_final_market_state_v1
2021-10-05,higher_for_longer_long_rate_shock,83.686311,1.0,,0,N,83.686311,phase6_final_market_state_v1
2021-10-05,korea_domestic_financial_stress,44.661388,0.65,,0,N,44.661388,phase6_final_market_state_v1
2021-10-05,semiconductor_ai_cycle_shock,81.392628,1.0,,0,N,81.392628,phase6_final_market_state_v1
2021-10-05,slowdown_recession_deflation_risk,18.243843,0.25,,0,N,18.243843,phase6_final_market_state_v1
2021-10-05,soft_landing_goldilocks,76.893466,0.869565,,0,N,76.893466,phase6_final_market_state_v1
2021-10-05,stagflation_reinflation_energy_shock,92.682709,1.0,,0,N,92.682709,phase6_final_market_state_v1
2021-10-05,usd_strength_krw_weakness,73.14061,0.956522,,0,N,73.14061,phase6_final_market_state_v1
2021-10-06,acute_global_stress_liquidity_crunch,56.720945,0.916667,,0,N,56.720945,phase6_final_market_state_v1
2021-10-06,china_trade_fragmentation_shock,73.980797,0.916667,,0,N,73.980797,phase6_final_market_state_v1
2021-10-06,geopolitical_escalation_supply_shock,72.594586,0.95,,0,N,72.594586,phase6_final_market_state_v1
2021-10-06,higher_for_longer_long_rate_shock,85.006739,1.0,,0,N,85.006739,phase6_final_market_state_v1
2021-10-06,korea_domestic_financial_stress,49.788092,0.65,,0,N,49.788092,phase6_final_market_state_v1
2021-10-06,semiconductor_ai_cycle_shock,77.488047,1.0,,0,N,77.488047,phase6_final_market_state_v1
2021-10-06,slowdown_recession_deflation_risk,15.823765,0.25,,0,N,15.823765,phase6_final_market_state_v1
2021-10-06,soft_landing_goldilocks,76.702033,0.869565,,0,N,76.702033,phase6_final_market_state_v1
2021-10-06,stagflation_reinflation_energy_shock,90.837992,1.0,,0,N,90.837992,phase6_final_market_state_v1
2021-10-06,usd_strength_krw_weakness,74.491752,0.956522,,0,N,74.491752,phase6_final_market_state_v1
2021-10-07,acute_global_stress_liquidity_crunch,58.075003,0.916667,,0,N,58.075003,phase6_final_market_state_v1
2021-10-07,china_trade_fragmentation_shock,61.26396,0.916667,,0,N,61.26396,phase6_final_market_state_v1
2021-10-07,geopolitical_escalation_supply_shock,70.440482,0.95,,0,N,70.440482,phase6_final_market_state_v1
2021-10-07,higher_for_longer_long_rate_shock,90.450487,1.0,,0,N,90.450487,phase6_final_market_state_v1
2021-10-07,korea_domestic_financial_stress,47.942897,0.65,,0,N,47.942897,phase6_final_market_state_v1
2021-10-07,semiconductor_ai_cycle_shock,71.271765,1.0,,0,N,71.271765,phase6_final_market_state_v1
2021-10-07,slowdown_recession_deflation_risk,18.828493,0.25,,0,N,18.828493,phase6_final_market_state_v1
2021-10-07,soft_landing_goldilocks,72.968941,0.869565,,0,N,72.968941,phase6_final_market_state_v1
2021-10-07,stagflation_reinflation_energy_shock,97.279104,1.0,,0,N,97.279104,phase6_final_market_state_v1
2021-10-07,usd_strength_krw_weakness,67.027925,0.956522,,0,N,67.027925,phase6_final_market_state_v1
2021-10-08,acute_global_stress_liquidity_crunch,58.296842,0.916667,,0,N,58.296842,phase6_final_market_state_v1
2021-10-08,china_trade_fragmentation_shock,55.580778,0.791667,,0,N,55.580778,phase6_final_market_state_v1
2021-10-08,geopolitical_escalation_supply_shock,57.340592,0.85,,0,N,57.340592,phase6_final_market_state_v1
